,response,points,points_after,energy,energy_after,reward,energy_cost,trial,segment,segment_after,transition,reaction_time,timeout,energy_out,stimulus_onset,response_onset,selection_onset,feedback_onset,iti_onset,vpn,dv_planning_old,dv_planning,dv_myopic_planning,dv_simple,dv_OCR,dv_AVGRR,conflict_planning_old,conflict_planning,conflict_myopic_planning,is_full_energy,is_low_energy_LC,is_low_energy_HC,is_basic_1,is_basic_2,is_basic_3,is_basic_4,is_basic,is_1,is_2,is_3,is_4,is_23,is_14,index
0,0,0,1,3,2,1,1,0,0,1,2,2.6119,0,0,832.82,833.35,835.98,837.0,838.03,101,-1.376953125,-1.21881103515625,-2.010416666666668,-1.5,-0.6666666666666667,-0.6666666666666667,-1.376953125,-1.21881103515625,-2.010416666666668,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0
1,0,1,3,2,1,2,1,1,0,1,2,2.3143,0,0,839.06,839.58,841.91,842.93,843.96,101,-0.5735677083333321,-0.47802734375,-1.3750000000000009,-0.5,0.33333333333333326,0.40909090909090895,-0.5735677083333321,-0.47802734375,-1.3750000000000009,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1
2,1,3,3,1,2,4,1,2,0,1,2,1.5257,0,0,844.98,845.5,847.05,848.06,849.1,101,1.1888020833333321,1.112060546875,0.5,1.5,2.333333333333333,2.5,-1.1888020833333321,-1.112060546875,-0.5,0,0,0,0,0,0,1,1,0,0,0,1,0,1,2
3,0,3,7,2,1,4,1,3,0,1,2,1.1284,0,0,850.11,850.63,851.78,852.8,853.83,101,1.877604166666666,1.72412109375,0.666666666666667,1.5,2.333333333333333,2.611111111111111,-1.877604166666666,-1.72412109375,-0.666666666666667,0,0,0,0,0,0,1,1,0,0,0,1,0,1,3
4,1,7,7,1,2,1,2,0,1,1,3,1.7696,0,0,854.86,855.4,857.2,858.23,859.26,101,-3.071858723958332,-2.2638778686523438,-3.333333333333334,-1.5,-1.1666666666666667,-0.75,-3.071858723958332,-2.2638778686523438,-3.333333333333334,0,0,1,0,0,0,0,0,1,0,0,0,0,1,4
5,1,7,7,2,3,1,2,1,1,1,3,1.2888,0,0,860.3,860.81,862.11,863.13,864.15,101,-2.4404296875,-2.371856689453125,-4.0,-1.5,-1.1666666666666667,-0.75,-2.4404296875,-2.371856689453125,-4.0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,5
6,1,7,7,3,4,2,2,2,1,1,3,3.4223,0,0,865.16,865.68,869.11,870.13,871.15,101,-1.25390625,-1.1624755859375,-3.0,-0.5,-0.6666666666666667,-0.25,-1.25390625,-1.1624755859375,-3.0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,6
7,0,7,10,4,2,3,2,3,1,1,3,3.1504,0,0,872.16,872.68,875.85,876.86,877.88,101,-0.0052083333333339255,0.175048828125,-2.0,0.5,-0.16666666666666674,0.25,-0.0052083333333339255,-0.175048828125,-2.0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,7
8,1,10,10,2,3,1,2,0,1,0,1,0.75352,0,0,878.9,879.41,880.18,881.2,882.21,101,-2.8604736328125,-2.517425537109375,-4.0,-1.5,-1.1666666666666667,-1.1666666666666667,-2.8604736328125,-2.517425537109375,-4.0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,8
9,0,10,14,3,1,4,2,1,1,0,1,0.93199,0,0,883.23,883.75,884.7,885.71,886.73,101,0.18603515625,0.6434326171875,-1.0,1.5,0.33333333333333326,0.25,-0.18603515625,-0.6434326171875,-1.0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,9
10,1,14,14,1,2,2,2,2,1,0,1,0.88694,0,0,887.75,888.26,889.16,890.18,891.2,101,-3.140625,-2.5302734375,-3.333333333333333,-0.5,-0.6666666666666667,-0.875,-3.140625,-2.5302734375,-3.333333333333333,0,0,1,0,0,0,0,0,0,1,0,0,1,0,10
11,1,14,14,2,3,1,2,3,1,0,1,4.0203,0,0,892.21,892.73,896.76,897.78,898.8,101,-3.955729166666668,-3.103515625,-4.0,-1.5,-1.1666666666666667,-1.5833333333333335,-3.955729166666668,-3.103515625,-4.0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,11
12,1,14,14,3,4,4,1,0,0,1,2,9.3161,0,0,899.81,900.33,909.66,910.68,911.7,101,1.623046875,1.78118896484375,0.9895833333333321,1.5,2.333333333333333,2.333333333333333,-1.623046875,-1.78118896484375,-0.9895833333333321,0,0,0,0,0,0,1,1,0,0,0,1,0,1,12
13,1,14,14,4,5,1,1,1,0,1,2,12.264000000000001,0,0,912.71,913.23,925.51,926.53,927.55,101,-1.1803385416666679,-0.919189453125,-1.8333333333333321,-1.5,-0.6666666666666667,-0.590909090909091,-1.1803385416666679,-0.919189453125,-1.8333333333333321,0,0,0,1,0,0,0,1,1,0,0,0,0,1,13
14,1,14,14,5,6,1,1,2,0,1,2,4.0623,0,0,928.56,929.08,933.16,934.18,935.2,101,-1.024739583333334,-0.54052734375,-1.5000000000000018,-1.5,-0.6666666666666667,-0.5,-1.024739583333334,-0.54052734375,-1.5000000000000018,0,0,0,1,0,0,0,1,1,0,0,0,0,1,14
15,1,14,14,6,6,2,1,3,0,1,2,0.9161299999999999,0,0,936.21,936.73,937.66,938.68,939.7,101,1.807291666666666,1.33544921875,0.3333333333333339,-0.5,0.33333333333333326,0.6111111111111112,-1.807291666666666,-1.33544921875,-0.3333333333333339,1,0,0,0,0,0,0,0,0,1,0,0,1,0,15
16,0,14,18,6,4,4,2,0,1,1,3,1.2962,0,0,940.71,941.23,942.55,943.56,944.58,101,2.5855712890625036,2.509246826171875,1.875,1.5,0.33333333333333326,0.75,-2.5855712890625036,-2.509246826171875,-1.875,1,0,0,0,0,0,0,0,0,0,0,1,0,1,16
17,1,18,18,4,5,1,2,1,1,1,3,0.89292,0,0,945.6,946.11,947.03,948.05,949.06,101,-1.857096354166666,-1.800628662109375,-2.625000000000001,-1.5,-1.1666666666666667,-0.75,-1.857096354166666,-1.800628662109375,-2.625000000000001,0,0,0,1,0,0,0,1,1,0,0,0,0,1,17
18,0,18,21,5,3,3,2,2,1,1,3,1.6975,0,0,950.08,950.6,952.31,953.33,954.35,101,0.5338541666666661,0.584716796875,-0.5,0.5,-0.16666666666666674,0.25,-0.5338541666666661,-0.584716796875,-0.5,0,0,0,0,0,1,0,1,0,0,1,0,1,0,18
19,0,21,25,3,1,4,2,3,1,1,3,7.8701,0,0,955.36,955.88,963.76,964.78,965.8,101,0.6718749999999982,0.83740234375,-1.0,1.5,0.33333333333333326,0.75,-0.6718749999999982,-0.83740234375,-1.0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,19
20,1,25,25,1,2,3,2,0,1,0,1,2.3881,0,0,966.81,967.33,969.73,970.75,971.76,101,-2.606770833333334,-2.4914169311523438,-3.333333333333334,0.5,-0.16666666666666674,-0.16666666666666674,-2.606770833333334,-2.4914169311523438,-3.333333333333334,0,0,1,0,0,0,0,0,0,0,1,0,1,0,20
21,0,25,28,2,0,3,2,1,1,0,1,1.4054,0,0,972.78,973.3,974.71,975.73,976.75,101,-1.0312500000000018,-0.508087158203125,-2.0,0.5,-0.16666666666666674,-0.25,-1.0312500000000018,-0.508087158203125,-2.0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,21
22,1,28,28,0,1,2,2,2,1,0,1,1.3901,0,0,977.76,978.28,979.68,980.7,981.71,101,-1.7161458333333321,-1.390625,-1.6666666666666667,-0.5,-0.6666666666666667,-0.875,-1.7161458333333321,-1.390625,-1.6666666666666667,0,0,1,0,0,0,0,0,0,1,0,0,1,0,22
23,1,28,28,1,2,1,2,3,1,0,1,1.2955,0,0,982.73,983.25,984.56,985.58,986.6,101,-3.53125,-2.9638671875,-3.3333333333333335,-1.5,-1.1666666666666667,-1.5833333333333335,-3.53125,-2.9638671875,-3.3333333333333335,0,0,1,0,0,0,0,0,1,0,0,0,0,1,23
24,0,28,31,2,1,3,1,0,0,0,0,1.1561,0,0,987.61,988.13,989.3,990.31,991.33,101,0.01416015625,0.3355712890625,-0.375,0.5,1.3333333333333333,0.5,-0.01416015625,-0.3355712890625,-0.375,0,0,0,0,0,1,0,1,0,0,1,0,1,0,24
25,0,31,35,1,0,4,1,1,0,0,0,1.1989,0,0,992.35,992.86,994.08,995.1,996.11,101,0.662109375,0.95806884765625,0.5,1.5,2.333333333333333,1.5,-0.662109375,-0.95806884765625,-0.5,0,0,0,0,0,0,1,1,0,0,0,1,0,1,25
26,1,35,35,0,1,4,1,2,0,0,0,0.9436700000000001,0,0,997.13,997.65,998.61,999.63,1000.6,101,-1.8333333333333321,-1.65869140625,-1.8333333333333333,1.5,2.333333333333333,1.5,-1.8333333333333321,-1.65869140625,-1.8333333333333333,0,1,0,0,0,0,0,0,0,0,0,1,0,1,26
27,0,35,39,1,0,4,1,3,0,0,0,1.4822,0,0,1001.7,1002.2,1003.7,1004.7,1005.7,101,0.46875,1.0361328125,0.6666666666666665,1.5,2.333333333333333,1.5,-0.46875,-1.0361328125,-0.6666666666666665,0,0,0,0,0,0,1,1,0,0,0,1,0,1,27
28,1,39,39,0,1,4,1,0,0,0,0,0.9195,0,0,1006.7,1007.2,1008.2,1009.2,1010.2,101,-1.8201497395833321,-1.6787872314453125,-1.833333333333333,1.5,2.333333333333333,1.5,-1.8201497395833321,-1.6787872314453125,-1.833333333333333,0,1,0,0,0,0,0,0,0,0,0,1,0,1,28
29,0,39,42,1,0,3,1,1,0,0,0,1.7075,0,0,1011.2,1011.7,1013.5,1014.5,1015.5,101,-0.337890625,-0.04193115234375,-0.5,0.5,1.3333333333333333,0.5,-0.337890625,-0.04193115234375,-0.5,0,0,0,0,0,1,0,1,0,0,1,0,1,0,29
30,1,42,42,0,1,3,1,2,0,0,0,1.2954,0,0,1016.5,1017.0,1018.4,1019.4,1020.4,101,-1.8333333333333321,-1.65869140625,-1.8333333333333333,0.5,1.3333333333333333,0.5,-1.8333333333333321,-1.65869140625,-1.8333333333333333,0,1,0,0,0,0,0,0,0,0,1,0,1,0,30
31,1,42,42,1,2,3,1,3,0,0,0,0.8923,0,0,1021.4,1021.9,1022.8,1023.9,1024.9,101,-0.53125,0.0361328125,-0.3333333333333335,0.5,1.3333333333333333,0.5,-0.53125,-0.0361328125,-0.3333333333333335,0,0,0,0,0,1,0,1,0,0,1,0,1,0,31
32,1,42,42,2,3,2,1,0,0,0,0,5.465,0,0,1025.9,1026.4,1031.9,1032.9,1033.9,101,-0.98583984375,-0.6644287109375,-1.375,-0.5,0.33333333333333326,-0.5,-0.98583984375,-0.6644287109375,-1.375,0,0,0,0,1,0,0,1,0,1,0,0,1,0,32
33,1,42,42,3,4,1,1,1,0,0,0,7.1028,0,0,1034.9,1035.5,1042.6,1043.6,1044.6,101,-1.802734375,-1.307891845703125,-2.333333333333334,-1.5,-0.6666666666666667,-1.5,-1.802734375,-1.307891845703125,-2.333333333333334,0,0,0,1,0,0,0,1,1,0,0,0,0,1,33
34,0,42,45,4,3,3,1,2,0,0,0,1.8355,0,0,1045.6,1046.1,1048.0,1049.0,1050.0,101,0.453125,0.96807861328125,-0.3333333333333339,0.5,1.3333333333333333,0.5,-0.453125,-0.96807861328125,-0.3333333333333339,0,0,0,0,0,1,0,1,0,0,1,0,1,0,34
35,1,45,45,3,4,2,1,3,0,0,0,1.0509,0,0,1051.0,1051.6,1052.6,1053.6,1054.7,101,-0.96875,-0.203857421875,-1.333333333333333,-0.5,0.33333333333333326,-0.5,-0.96875,-0.203857421875,-1.333333333333333,0,0,0,0,1,0,0,1,0,1,0,0,1,0,35
36,1,45,45,4,5,2,1,0,0,1,2,9.5535,0,0,1055.7,1056.2,1065.8,1066.8,1067.8,101,0.040283203125,0.07277297973632812,-0.7500000000000018,-0.5,0.33333333333333326,0.33333333333333326,-0.040283203125,-0.07277297973632812,-0.7500000000000018,0,0,0,0,1,0,0,1,0,1,0,0,1,0,36
37,0,45,49,5,4,4,1,1,0,1,2,0.77217,0,0,1068.8,1069.3,1070.1,1071.1,1072.1,101,2.474934895833332,2.3491058349609375,1.666666666666666,1.5,2.333333333333333,2.409090909090909,-2.474934895833332,-2.3491058349609375,-1.666666666666666,0,0,0,0,0,0,1,1,0,0,0,1,0,1,37
38,0,49,52,4,3,3,1,2,0,1,2,0.7503,0,0,1073.2,1073.7,1074.4,1075.5,1076.5,101,1.3697916666666643,1.13214111328125,-0.3333333333333339,0.5,1.3333333333333333,1.5,-1.3697916666666643,-1.13214111328125,-0.3333333333333339,0,0,0,0,0,1,0,1,0,0,1,0,1,0,38
39,1,52,52,3,4,1,1,3,0,1,2,1.1209,0,0,1077.5,1078.0,1079.1,1080.2,1081.2,101,-0.6614583333333357,-0.990966796875,-2.333333333333333,-1.5,-0.6666666666666667,-0.38888888888888884,-0.6614583333333357,-0.990966796875,-2.333333333333333,0,0,0,1,0,0,0,1,1,0,0,0,0,1,39
40,1,52,52,4,5,2,2,0,1,1,3,2.4048,0,0,1082.2,1082.7,1085.1,1086.1,1087.2,101,-0.7720540364583357,-0.7949142456054688,-1.1041666666666679,-0.5,-0.6666666666666667,-0.25,-0.7720540364583357,-0.7949142456054688,-1.1041666666666679,0,0,0,0,1,0,0,1,0,1,0,0,1,0,40
41,0,52,55,5,3,3,2,1,1,1,3,0.5975600000000001,0,0,1088.2,1088.7,1089.3,1090.3,1091.3,101,0.6761067708333321,0.596099853515625,0.2916666666666661,0.5,-0.16666666666666674,0.25,-0.6761067708333321,-0.596099853515625,-0.2916666666666661,0,0,0,0,0,1,0,1,0,0,1,0,1,0,41
42,1,55,55,3,4,2,2,2,1,1,3,5.8941,0,0,1092.4,1092.9,1098.8,1099.8,1100.8,101,-1.25390625,-1.1624755859375,-3.0,-0.5,-0.6666666666666667,-0.25,-1.25390625,-1.1624755859375,-3.0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,42
43,0,55,58,4,2,3,2,3,1,1,3,1.8349,0,0,1101.8,1102.4,1104.2,1105.2,1106.2,101,-0.0052083333333339255,0.175048828125,-2.0,0.5,-0.16666666666666674,0.25,-0.0052083333333339255,-0.175048828125,-2.0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,43
44,0,58,62,2,0,4,2,0,1,0,1,8.2824,0,0,1107.3,1107.8,1116.1,1117.1,1118.1,101,0.1395263671875,0.482574462890625,-1.0,1.5,0.33333333333333326,0.33333333333333326,-0.1395263671875,-0.482574462890625,-1.0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,44
45,1,62,62,0,1,1,2,1,1,0,1,9.1274,0,0,1119.1,1119.6,1128.8,1129.8,1130.8,101,-1.4244791666666679,-1.1396484375,-1.6666666666666665,-1.5,-1.1666666666666667,-1.25,-1.4244791666666679,-1.1396484375,-1.6666666666666665,0,0,1,0,0,0,0,0,1,0,0,0,0,1,45
46,1,62,62,1,2,2,2,2,1,0,1,7.2589,0,0,1131.8,1132.4,1139.6,1140.7,1141.7,101,-3.140625,-2.5302734375,-3.333333333333333,-0.5,-0.6666666666666667,-0.875,-3.140625,-2.5302734375,-3.333333333333333,0,0,1,0,0,0,0,0,0,1,0,0,1,0,46
47,1,62,62,2,3,1,2,3,1,0,1,3.2889,0,0,1142.7,1143.2,1146.5,1147.5,1148.5,101,-3.955729166666668,-3.103515625,-4.0,-1.5,-1.1666666666666667,-1.5833333333333335,-3.955729166666668,-3.103515625,-4.0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,47
48,1,62,62,3,4,2,1,0,0,0,0,11.614,0,0,1149.6,1150.1,1161.7,1162.7,1163.7,101,-0.7289225260416643,-0.3501129150390625,-1.0104166666666679,-0.5,0.33333333333333326,-0.5,-0.7289225260416643,-0.3501129150390625,-1.0104166666666679,0,0,0,0,1,0,0,1,0,1,0,0,1,0,48
49,0,62,66,4,3,4,1,1,0,0,0,3.6941,0,0,1164.8,1165.3,1169.0,1170.0,1171.0,101,1.5462239583333357,1.934356689453125,1.1666666666666679,1.5,2.333333333333333,1.5,-1.5462239583333357,-1.934356689453125,-1.1666666666666679,0,0,0,0,0,0,1,1,0,0,0,1,0,1,49
50,1,66,66,3,4,1,1,2,0,0,0,13.443,0,0,1172.0,1172.6,1186.0,1187.0,1188.1,101,-1.8385416666666679,-1.2615966796875,-2.333333333333333,-1.5,-0.6666666666666667,-1.5,-1.8385416666666679,-1.2615966796875,-2.333333333333333,0,0,0,1,0,0,0,1,1,0,0,0,0,1,50
51,0,66,69,4,3,3,1,3,0,0,0,3.2094,0,0,1189.1,1189.6,1192.8,1193.8,1194.9,101,0.3932291666666661,1.01416015625,-0.3333333333333339,0.5,1.3333333333333333,0.5,-0.3932291666666661,-1.01416015625,-0.3333333333333339,0,0,0,0,0,1,0,1,0,0,1,0,1,0,51
52,1,69,69,3,4,2,1,0,0,1,2,1.0577,0,0,1195.9,1196.4,1197.5,1198.5,1199.5,101,-0.376953125,-0.21881103515625,-1.0104166666666679,-0.5,0.33333333333333326,0.33333333333333326,-0.376953125,-0.21881103515625,-1.0104166666666679,0,0,0,0,1,0,0,1,0,1,0,0,1,0,52
53,0,69,72,4,3,3,1,1,0,1,2,5.8881,0,0,1200.5,1201.0,1206.9,1207.9,1209.0,101,0.8196614583333321,1.080810546875,0.16666666666666785,0.5,1.3333333333333333,1.409090909090909,-0.8196614583333321,-1.080810546875,-0.16666666666666785,0,0,0,0,0,1,0,1,0,0,1,0,1,0,53
54,0,72,75,3,2,3,1,2,0,1,2,1.9495,0,0,1210.0,1210.5,1212.5,1213.5,1214.5,101,0.6640625000000018,0.931884765625,-0.33333333333333215,0.5,1.3333333333333333,1.5,-0.6640625000000018,-0.931884765625,-0.33333333333333215,0,0,0,0,0,1,0,1,0,0,1,0,1,0,54
55,0,75,79,2,1,4,1,3,0,1,2,1.3436,0,0,1215.5,1216.0,1217.4,1218.4,1219.4,101,1.877604166666666,1.72412109375,0.666666666666667,1.5,2.333333333333333,2.611111111111111,-1.877604166666666,-1.72412109375,-0.666666666666667,0,0,0,0,0,0,1,1,0,0,0,1,0,1,55
56,1,79,79,1,2,2,2,0,1,0,1,1.2423,0,0,1220.5,1221.0,1222.2,1223.3,1224.3,101,-2.606770833333334,-2.4914169311523438,-3.333333333333334,-0.5,-0.6666666666666667,-0.6666666666666667,-2.606770833333334,-2.4914169311523438,-3.333333333333334,0,0,1,0,0,0,0,0,0,1,0,0,1,0,56
57,1,79,79,2,3,2,2,1,1,0,1,7.6727,0,0,1225.3,1225.8,1233.5,1234.5,1235.5,101,-2.0312500000000018,-1.508087158203125,-3.0,-0.5,-0.6666666666666667,-0.75,-2.0312500000000018,-1.508087158203125,-3.0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,57
58,0,79,83,3,1,4,2,2,1,0,1,1.2868,0,0,1236.5,1237.1,1238.4,1239.4,1240.4,101,-0.031250000000001776,0.6558837890625,-1.0,1.5,0.33333333333333326,0.125,-0.031250000000001776,-0.6558837890625,-1.0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,58
59,0,83,83,1,1,3,2,3,1,0,1,2.2681,0,1,1241.4,1241.9,1244.2,1245.2,1246.8,101,-3.53125,-2.9638671875,-3.3333333333333335,0.5,-0.16666666666666674,-0.5833333333333335,-3.53125,-2.9638671875,-3.3333333333333335,0,0,1,0,0,0,0,0,0,0,1,0,1,0,59
60,1,83,83,1,2,1,1,0,0,0,0,1.7889,0,0,1247.8,1248.3,1250.1,1251.1,1252.1,101,-2.2561035156250036,-2.067291259765625,-2.531250000000001,-1.5,-0.6666666666666667,-1.5,-2.2561035156250036,-2.067291259765625,-2.531250000000001,0,0,0,1,0,0,0,1,1,0,0,0,0,1,60
61,1,83,83,2,3,1,1,1,0,0,0,1.1903,0,0,1253.2,1253.7,1254.9,1255.9,1256.9,101,-2.0081380208333357,-1.63458251953125,-2.375000000000001,-1.5,-0.6666666666666667,-1.5,-2.0081380208333357,-1.63458251953125,-2.375000000000001,0,0,0,1,0,0,0,1,1,0,0,0,0,1,61
62,1,83,83,3,4,1,1,2,0,0,0,1.2555,0,0,1257.9,1258.4,1259.7,1260.7,1261.7,101,-1.8385416666666679,-1.2615966796875,-2.333333333333333,-1.5,-0.6666666666666667,-1.5,-1.8385416666666679,-1.2615966796875,-2.333333333333333,0,0,0,1,0,0,0,1,1,0,0,0,0,1,62
63,1,83,83,4,5,2,1,3,0,0,0,1.3742,0,0,1262.8,1263.3,1264.7,1265.7,1266.7,101,-0.6067708333333339,0.01416015625,-1.333333333333334,-0.5,0.33333333333333326,-0.5,-0.6067708333333339,-0.01416015625,-1.333333333333334,0,0,0,0,1,0,0,1,0,1,0,0,1,0,63
64,0,83,87,5,4,4,1,0,0,1,2,0.56813,0,0,1267.7,1268.2,1268.8,1269.8,1270.8,101,2.159830729166668,2.31060791015625,1.7916666666666679,1.5,2.333333333333333,2.333333333333333,-2.159830729166668,-2.31060791015625,-1.7916666666666679,0,0,0,0,0,0,1,1,0,0,0,1,0,1,64
65,0,87,90,4,3,3,1,1,0,1,2,0.5221600000000001,0,0,1271.9,1272.4,1272.9,1273.9,1274.9,101,0.8196614583333321,1.080810546875,0.16666666666666785,0.5,1.3333333333333333,1.409090909090909,-0.8196614583333321,-1.080810546875,-0.16666666666666785,0,0,0,0,0,1,0,1,0,0,1,0,1,0,65
66,0,90,93,3,2,3,1,2,0,1,2,0.63016,0,0,1276.0,1276.5,1277.1,1278.1,1279.2,101,0.6640625000000018,0.931884765625,-0.33333333333333215,0.5,1.3333333333333333,1.5,-0.6640625000000018,-0.931884765625,-0.33333333333333215,0,0,0,0,0,1,0,1,0,0,1,0,1,0,66
67,1,93,93,2,3,1,1,3,0,1,2,1.0128,0,0,1280.2,1280.7,1281.7,1282.8,1283.8,101,-1.122395833333334,-1.27587890625,-2.333333333333333,-1.5,-0.6666666666666667,-0.38888888888888884,-1.122395833333334,-1.27587890625,-2.333333333333333,0,0,0,1,0,0,0,1,1,0,0,0,0,1,67
68,1,93,93,3,4,1,2,0,1,1,3,1.3169,0,0,1284.8,1285.3,1286.6,1287.7,1288.7,101,-2.178548177083334,-2.1503143310546875,-2.718750000000001,-1.5,-1.1666666666666667,-0.75,-2.178548177083334,-2.1503143310546875,-2.718750000000001,0,0,0,1,0,0,0,1,1,0,0,0,0,1,68
69,0,93,96,4,2,3,2,1,1,1,3,0.76078,0,0,1289.7,1290.2,1291.0,1292.0,1293.0,101,0.14290364583333393,0.199371337890625,-0.625,0.5,-0.16666666666666674,0.25,-0.14290364583333393,-0.199371337890625,-0.625,0,0,0,0,0,1,0,1,0,0,1,0,1,0,69
70,0,96,99,2,0,3,2,2,1,1,3,0.76289,0,0,1294.0,1294.6,1295.3,1296.4,1297.4,101,-0.4960937500000018,-0.3719482421875,-2.0,0.5,-0.16666666666666674,0.25,-0.4960937500000018,-0.3719482421875,-2.0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,70
71,1,99,99,0,1,1,2,3,1,1,3,0.66886,0,0,1298.4,1298.9,1299.6,1300.6,1301.6,101,-1.666666666666667,-1.0810546875,-1.6666666666666667,-1.5,-1.1666666666666667,-0.75,-1.666666666666667,-1.0810546875,-1.6666666666666667,0,0,1,0,0,0,0,0,1,0,0,0,0,1,71
72,0,99,99,1,1,4,2,0,1,0,1,1.051,0,1,1302.6,1303.2,1304.2,1305.3,1306.8,101,-2.606770833333334,-2.4914169311523438,-3.333333333333334,1.5,0.33333333333333326,0.33333333333333326,-2.606770833333334,-2.4914169311523438,-3.333333333333334,0,0,1,0,0,0,0,0,0,0,0,1,0,1,72
73,1,99,99,1,2,1,2,1,1,0,1,0.63686,0,0,1307.8,1308.3,1309.0,1310.0,1311.0,101,-2.96875,-2.3812713623046875,-3.3333333333333335,-1.5,-1.1666666666666667,-1.25,-2.96875,-2.3812713623046875,-3.3333333333333335,0,0,1,0,0,0,0,0,1,0,0,0,0,1,73
74,0,99,103,2,0,4,2,2,1,0,1,1.5642,0,0,1312.0,1312.5,1314.1,1315.1,1316.1,101,-0.6848958333333321,0.30413818359375,-1.0,1.5,0.33333333333333326,0.125,-0.6848958333333321,-0.30413818359375,-1.0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,74
75,1,103,103,0,1,3,2,3,1,0,1,0.86224,0,0,1317.2,1317.7,1318.6,1319.6,1320.6,101,-1.8151041666666679,-1.5732421875,-1.6666666666666667,0.5,-0.16666666666666674,-0.5833333333333335,-1.8151041666666679,-1.5732421875,-1.6666666666666667,0,0,1,0,0,0,0,0,0,0,1,0,1,0,75
76,1,103,103,1,2,4,1,0,0,0,0,0.6922699999999999,0,0,1321.6,1322.1,1322.8,1323.9,1324.9,101,0.7438964843749964,0.932708740234375,0.46875,1.5,2.333333333333333,1.5,-0.7438964843749964,-0.932708740234375,-0.46875,0,0,0,0,0,0,1,1,0,0,0,1,0,1,76
77,1,103,103,2,3,1,1,1,0,0,0,2.3369,0,0,1325.9,1326.4,1328.8,1329.8,1330.8,101,-2.0081380208333357,-1.63458251953125,-2.375000000000001,-1.5,-0.6666666666666667,-1.5,-2.0081380208333357,-1.63458251953125,-2.375000000000001,0,0,0,1,0,0,0,1,1,0,0,0,0,1,77
78,0,103,107,3,2,4,1,2,0,0,0,1.4041,0,0,1331.8,1332.3,1333.7,1334.8,1335.8,101,1.1614583333333321,1.7384033203125,0.6666666666666679,1.5,2.333333333333333,1.5,-1.1614583333333321,-1.7384033203125,-0.6666666666666679,0,0,0,0,0,0,1,1,0,0,0,1,0,1,78
79,1,107,107,2,3,2,1,3,0,0,0,6.2608,0,0,1336.8,1337.3,1343.6,1344.6,1345.6,101,-1.140625,-0.5302734375,-1.333333333333333,-0.5,0.33333333333333326,-0.5,-1.140625,-0.5302734375,-1.333333333333333,0,0,0,0,1,0,0,1,0,1,0,0,1,0,79
80,0,107,111,3,2,4,1,0,0,1,2,0.9468799999999999,0,0,1346.6,1347.2,1348.1,1349.1,1350.2,101,1.623046875,1.78118896484375,0.9895833333333321,1.5,2.333333333333333,2.333333333333333,-1.623046875,-1.78118896484375,-0.9895833333333321,0,0,0,0,0,0,1,1,0,0,0,1,0,1,80
81,1,111,111,2,3,2,1,1,0,1,2,0.8934799999999999,0,0,1351.2,1351.7,1352.6,1353.6,1354.6,101,-0.5735677083333321,-0.47802734375,-1.3750000000000009,-0.5,0.33333333333333326,0.40909090909090895,-0.5735677083333321,-0.47802734375,-1.3750000000000009,0,0,0,0,1,0,0,1,0,1,0,0,1,0,81
82,0,111,114,3,2,3,1,2,0,1,2,7.8983,0,0,1355.7,1356.2,1364.1,1365.1,1366.1,101,0.6640625000000018,0.931884765625,-0.33333333333333215,0.5,1.3333333333333333,1.5,-0.6640625000000018,-0.931884765625,-0.33333333333333215,0,0,0,0,0,1,0,1,0,0,1,0,1,0,82
83,1,114,114,2,3,2,1,3,0,1,2,0.92695,0,0,1367.1,1367.7,1368.6,1369.6,1370.6,101,-0.12239583333333393,-0.27587890625,-1.333333333333333,-0.5,0.33333333333333326,0.6111111111111112,-0.12239583333333393,-0.27587890625,-1.333333333333333,0,0,0,0,1,0,0,1,0,1,0,0,1,0,83
84,0,114,118,3,1,4,2,0,1,1,3,1.2903,0,0,1371.7,1372.2,1373.5,1374.5,1375.5,101,0.8214518229166661,0.8496856689453125,0.28125,1.5,0.33333333333333326,0.75,-0.8214518229166661,-0.8496856689453125,-0.28125,0,0,0,0,0,0,1,1,0,0,0,1,0,1,84
85,1,118,118,1,2,2,2,1,1,1,3,6.2956,0,0,1376.5,1377.0,1383.4,1384.4,1385.4,101,-1.9554036458333357,-2.357330322265625,-3.3333333333333335,-0.5,-0.6666666666666667,-0.25,-1.9554036458333357,-2.357330322265625,-3.3333333333333335,0,0,1,0,0,0,0,0,0,1,0,0,1,0,85
