,response,points,points_after,energy,energy_after,reward,energy_cost,trial,segment,segment_after,transition,reaction_time,timeout,energy_out,stimulus_onset,response_onset,selection_onset,feedback_onset,iti_onset,vpn,dv_planning_old,dv_planning,dv_myopic_planning,dv_simple,dv_OCR,dv_AVGRR,conflict_planning_old,conflict_planning,conflict_myopic_planning,is_full_energy,is_low_energy_LC,is_low_energy_HC,is_basic_1,is_basic_2,is_basic_3,is_basic_4,is_basic,is_1,is_2,is_3,is_4,is_23,is_14,index
7,1.0,14,14,1,2,3,2,3,1,1,3,0.55966,0,0,45874.0,45875.0,45875.0,45878.0,45879.0,106,-3.333333333333333,-2.252685546875,-3.3333333333333335,0.5,-0.16666666666666674,0.25,-3.333333333333333,-2.252685546875,-3.3333333333333335,0,0,1,0,0,0,0,0,0,0,1,0,1,0,7
8,1.0,14,14,2,3,1,2,0,1,0,1,0.84325,0,0,45884.0,45884.0,45885.0,45887.0,45888.0,106,-2.8604736328125,-2.517425537109375,-4.0,-1.5,-1.1666666666666667,-1.1666666666666667,-2.8604736328125,-2.517425537109375,-4.0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,8
9,1.0,14,14,3,4,2,2,1,1,0,1,0.52044,0,0,45890.0,45891.0,45892.0,45894.0,45895.0,106,-1.81396484375,-1.3565673828125,-3.0,-0.5,-0.6666666666666667,-0.75,-1.81396484375,-1.3565673828125,-3.0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,9
10,1.0,14,14,4,5,3,2,2,1,0,1,0.8135899999999999,0,0,45899.0,45899.0,45900.0,45901.0,45902.0,106,-0.751953125,-0.14208984375,-2.0,0.5,-0.16666666666666674,-0.375,-0.751953125,-0.14208984375,-2.0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,10
11,1.0,14,14,5,6,2,2,3,1,0,1,0.94284,0,0,45906.0,45906.0,45907.0,45912.0,45913.0,106,-1.6692708333333321,-0.7841796875,-3.0,-0.5,-0.6666666666666667,-1.0833333333333335,-1.6692708333333321,-0.7841796875,-3.0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,11
12,0.0,14,18,6,5,4,1,0,0,0,0,0.59887,0,0,45917.0,45918.0,45918.0,45922.0,45923.0,106,3.2524414062499964,3.2384262084960938,3.208333333333332,1.5,2.333333333333333,1.5,-3.2524414062499964,-3.2384262084960938,-3.208333333333332,1,0,0,0,0,0,0,0,0,0,0,1,0,1,12
13,1.0,18,18,5,6,2,1,1,0,0,0,0.7046899999999999,0,0,45926.0,45926.0,45927.0,45932.0,45933.0,106,-0.0234375,0.234039306640625,-0.3333333333333339,-0.5,0.33333333333333326,-0.5,-0.0234375,-0.234039306640625,-0.3333333333333339,0,0,0,0,1,0,0,1,0,1,0,0,1,0,13
14,0.0,18,20,6,5,2,1,2,0,0,0,0.8288700000000001,0,0,45937.0,45937.0,45938.0,45940.0,45941.0,106,1.234375,1.25836181640625,1.166666666666666,-0.5,0.33333333333333326,-0.5,-1.234375,-1.25836181640625,-1.166666666666666,1,0,0,0,0,0,0,0,0,1,0,0,1,0,14
15,0.0,20,24,5,4,4,1,3,0,0,0,0.5240100000000001,0,0,45945.0,45946.0,45946.0,45951.0,45952.0,106,1.875,2.280029296875,0.6666666666666679,1.5,2.333333333333333,1.5,-1.875,-2.280029296875,-0.6666666666666679,0,0,0,0,0,0,1,1,0,0,0,1,0,1,15
16,0.0,24,27,4,3,3,1,0,0,0,0,0.87721,0,0,45954.0,45955.0,45956.0,45960.0,45961.0,106,0.5869140625,0.9045639038085938,0.24999999999999822,0.5,1.3333333333333333,0.5,-0.5869140625,-0.9045639038085938,-0.24999999999999822,0,0,0,0,0,1,0,1,0,0,1,0,1,0,16
17,1.0,27,27,3,4,1,1,1,0,0,0,0.7641600000000001,0,0,45963.0,45964.0,45964.0,45968.0,45969.0,106,-1.802734375,-1.307891845703125,-2.333333333333334,-1.5,-0.6666666666666667,-1.5,-1.802734375,-1.307891845703125,-2.333333333333334,0,0,0,1,0,0,0,1,1,0,0,0,0,1,17
18,0.0,27,30,4,3,3,1,2,0,0,0,0.66795,0,0,45974.0,45974.0,45975.0,45978.0,45979.0,106,0.453125,0.96807861328125,-0.3333333333333339,0.5,1.3333333333333333,0.5,-0.453125,-0.96807861328125,-0.3333333333333339,0,0,0,0,0,1,0,1,0,0,1,0,1,0,18
19,1.0,30,30,3,4,2,1,3,0,0,0,0.79185,0,0,45983.0,45983.0,45984.0,45986.0,45987.0,106,-0.96875,-0.203857421875,-1.333333333333333,-0.5,0.33333333333333326,-0.5,-0.96875,-0.203857421875,-1.333333333333333,0,0,0,0,1,0,0,1,0,1,0,0,1,0,19
20,0.0,30,34,4,3,4,1,0,0,1,2,0.5682699999999999,0,0,45990.0,45990.0,45991.0,45995.0,45996.0,106,2.040283203125,2.072772979736328,1.2499999999999982,1.5,2.333333333333333,2.333333333333333,-2.040283203125,-2.072772979736328,-1.2499999999999982,0,0,0,0,0,0,1,1,0,0,0,1,0,1,20
21,0.0,34,37,3,2,3,1,1,0,1,2,0.5767100000000001,0,0,45999.0,46000.0,46000.0,46002.0,46003.0,106,0.8430989583333321,0.9709930419921875,-0.3333333333333339,0.5,1.3333333333333333,1.409090909090909,-0.8430989583333321,-0.9709930419921875,-0.3333333333333339,0,0,0,0,0,1,0,1,0,0,1,0,1,0,21
22,0.0,37,40,2,1,3,1,2,0,1,2,0.67056,0,0,46006.0,46006.0,46007.0,46008.0,46009.0,106,0.5013020833333339,0.87591552734375,-0.3333333333333339,0.5,1.3333333333333333,1.5,-0.5013020833333339,-0.87591552734375,-0.3333333333333339,0,0,0,0,0,1,0,1,0,0,1,0,1,0,22
23,0.0,40,44,1,0,4,1,3,0,1,2,0.48108,0,0,46012.0,46012.0,46013.0,46017.0,46018.0,106,0.6666666666666679,1.747314453125,0.6666666666666665,1.5,2.333333333333333,2.611111111111111,-0.6666666666666679,-1.747314453125,-0.6666666666666665,0,0,0,0,0,0,1,1,0,0,0,1,0,1,23
24,1.0,44,44,0,1,3,2,0,1,1,3,0.48786999999999997,0,0,46021.0,46021.0,46022.0,46026.0,46027.0,106,-1.4469401041666679,-1.092315673828125,-1.666666666666667,0.5,-0.16666666666666674,0.25,-1.4469401041666679,-1.092315673828125,-1.666666666666667,0,0,1,0,0,0,0,0,0,0,1,0,1,0,24
25,1.0,44,44,1,2,1,2,1,1,1,3,0.6217199999999999,0,0,46030.0,46030.0,46031.0,46035.0,46036.0,106,-1.9554036458333357,-2.357330322265625,-3.3333333333333335,-1.5,-1.1666666666666667,-0.75,-1.9554036458333357,-2.357330322265625,-3.3333333333333335,0,0,1,0,0,0,0,0,1,0,0,0,0,1,25
26,1.0,44,44,2,3,1,2,2,1,1,3,0.53735,0,0,46038.0,46039.0,46039.0,46043.0,46044.0,106,-2.4960937500000018,-2.3719482421875,-4.0,-1.5,-1.1666666666666667,-0.75,-2.4960937500000018,-2.3719482421875,-4.0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,26
27,1.0,44,44,3,4,2,2,3,1,1,3,0.80084,0,0,46047.0,46047.0,46048.0,46051.0,46052.0,106,-1.3281250000000018,-1.16259765625,-3.0,-0.5,-0.6666666666666667,-0.25,-1.3281250000000018,-1.16259765625,-3.0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,27
28,1.0,44,44,4,5,2,2,0,1,0,1,0.57157,0,0,46054.0,46055.0,46056.0,46058.0,46059.0,106,-1.09375,-0.8625030517578125,-1.1041666666666679,-0.5,-0.6666666666666667,-0.6666666666666667,-1.09375,-0.8625030517578125,-1.1041666666666679,0,0,0,0,1,0,0,1,0,1,0,0,1,0,28
29,1.0,44,44,5,6,1,2,1,1,0,1,0.75355,0,0,46064.0,46064.0,46065.0,46069.0,46070.0,106,-1.6874999999999982,-1.4709625244140625,-1.708333333333334,-1.5,-1.1666666666666667,-1.25,-1.6874999999999982,-1.4709625244140625,-1.708333333333334,0,0,0,1,0,0,0,1,1,0,0,0,0,1,29
30,0.0,44,46,6,4,2,2,2,1,0,1,0.62454,0,0,46073.0,46073.0,46074.0,46076.0,46077.0,106,0.25,0.46026611328125,0.16666666666666607,-0.5,-0.6666666666666667,-0.875,-0.25,-0.46026611328125,-0.16666666666666607,1,0,0,0,0,0,0,0,0,1,0,0,1,0,30
31,1.0,46,46,4,5,2,2,3,1,0,1,0.54,0,0,46082.0,46083.0,46083.0,46087.0,46089.0,106,-2.0312500000000018,-1.12548828125,-3.0,-0.5,-0.6666666666666667,-1.0833333333333335,-2.0312500000000018,-1.12548828125,-3.0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,31
32,0.0,46,50,5,4,4,1,0,0,0,0,0.53879,0,0,46092.0,46092.0,46093.0,46097.0,46098.0,106,2.018391927083332,2.2171783447265625,1.7916666666666679,1.5,2.333333333333333,1.5,-2.018391927083332,-2.2171783447265625,-1.7916666666666679,0,0,0,0,0,0,1,1,0,0,0,1,0,1,32
33,1.0,50,50,4,5,2,1,1,0,0,0,0.9247799999999999,0,0,46100.0,46101.0,46102.0,46106.0,46107.0,106,-0.4537760416666643,-0.065643310546875,-0.8333333333333321,-0.5,0.33333333333333326,-0.5,-0.4537760416666643,-0.065643310546875,-0.8333333333333321,0,0,0,0,1,0,0,1,0,1,0,0,1,0,33
34,0.0,50,54,5,4,4,1,2,0,0,0,0.48266000000000003,0,0,46110.0,46111.0,46111.0,46114.0,46115.0,106,1.9309895833333357,2.2606201171875,1.4999999999999982,1.5,2.333333333333333,1.5,-1.9309895833333357,-2.2606201171875,-1.4999999999999982,0,0,0,0,0,0,1,1,0,0,0,1,0,1,34
