,mu_beta_conflict,mu_beta_interaction,mu_beta_ishard,mu_intercept
0,0.08300882603306795,0.05287520100046854,0.21209041109201934,-0.28717936068756195
1,0.08010753205043919,0.02279143120344776,0.1994362366526011,-0.2279624657977334
2,0.10869903015057522,0.02265610120027658,0.16121946612638882,-0.14751872499125132
3,0.06068004985252649,0.030726657136852298,0.22185350966281506,-0.19732116448318898
4,0.09652003989101392,0.03758920973520645,0.2082486208230298,-0.19546111606463917
5,0.05268486916141786,0.06267326836350898,0.2554230375116141,-0.2014855631488736
6,0.07767739765930771,0.037363676911267164,0.18622714556395106,-0.24487057889388114
7,0.07863163638897559,0.007390822354515178,0.16125580329550368,-0.2290339884556274
8,0.10166890146959519,0.009798011882232213,0.14418204103140203,-0.14978108121499428
9,0.05548158171222131,0.030827565320789715,0.17214083216133952,-0.261033712401083
10,0.073054062834634,0.0373744587662538,0.17974646256030077,-0.2167553122218612
11,0.07098296675129172,0.04027478959710309,0.1799864088768695,-0.22869501480517526
12,0.07797135861154261,0.06332281969575702,0.21365260889993046,-0.27432399105291744
13,0.08229811866756684,0.05431930528510416,0.2039959242945981,-0.25586882839065217
14,0.0389516524127023,0.057447331765448646,0.200829447255337,-0.17885502201592812
15,0.09665789512406658,0.026642739716648673,0.17398989515273094,-0.20613848246375624
16,0.0930216659596788,0.017119358883920677,0.1355726750472662,-0.17939840769741866
17,0.0697077760633603,0.042117902092551146,0.16686072316276784,-0.1883806717739184
18,0.06969163440259368,0.06105474118122779,0.1866142250616598,-0.20365188880116641
19,0.08742541885733188,0.03504512653569458,0.19475215027642812,-0.2065022588891298
20,0.07508336797866366,0.0420588564842351,0.18262473475341967,-0.16281640056093985
21,0.0802513739064287,0.04017742129743911,0.20131414826810975,-0.25915257620859045
22,0.07414217272886273,0.040392687889912716,0.13968994735942655,-0.20891369110866034
23,0.06282471666378853,0.04458000472565426,0.19925799501941885,-0.15670911262296658
24,0.07189715793104007,0.03272624458224686,0.17402524956837867,-0.1407395629028648
25,0.0834448400105484,0.03153118974459691,0.17211179482131708,-0.20616569124384337
26,0.08667971232655569,0.04650931867705415,0.19197765252330487,-0.17498158257757887
27,0.09185562368122159,0.05143471010820955,0.1730279813599845,-0.14719145159889463
28,0.051998385605641774,0.0626555848133663,0.20166719275085068,-0.17183696523961361
29,0.09001405935311717,0.01779758168943657,0.1785897944113225,-0.16306713278892668
30,0.054862185742312414,0.07253309943483752,0.23353499098986086,-0.20365619877212673
31,0.07828811181321055,0.02623432735655229,0.17550238108643126,-0.15130368380653175
32,0.11139843535963943,0.03947629425439455,0.19085551345911853,-0.1629421214347728
33,0.10875550102421119,0.009264511409395371,0.14006598330139733,-0.14156915219272703
34,0.06777482384192497,0.03672506658702962,0.2275241744290421,-0.26739977813169813
35,0.09648539967971766,0.03749490588718665,0.16992403538510006,-0.26709682884329655
36,0.07812231836528345,0.06049101597668532,0.21370057429226205,-0.22972209572371546
37,0.08968181214129767,0.04061377357788181,0.1745054956021657,-0.1639980719822851
38,0.08356602750024898,0.018449087121895278,0.14235604443118194,-0.21822613657355194
39,0.06740788897950976,0.043397026815804804,0.1909158191619956,-0.232575084298357
40,0.09430626111428614,0.03520305558158652,0.18342725542948551,-0.19288330289121303
41,0.07751297210639845,0.06024168280615033,0.2341270482823613,-0.17083514189551346
42,0.0857986501617037,0.05566200211964534,0.19899736857087727,-0.10632192953962583
43,0.07720232702452544,0.053363574244877546,0.18599522858403728,-0.18404721943679125
44,0.08322744965976366,0.03790819784643579,0.15746698228326556,-0.19651281131261614
45,0.1003728791796625,0.048453979848622035,0.1918367946709822,-0.23597671588267088
46,0.0999938548396236,0.026803986290523062,0.1636760074915559,-0.15853725944694536
47,0.08876721687383185,0.0314882880565592,0.15189508261547052,-0.1628706682680131
48,0.07710896915970476,0.04443842087497148,0.14153095622864797,-0.2148529466142311
49,0.08095137873802778,0.01752861296112923,0.12399657231725518,-0.18356220519648203
50,0.07244428858407641,0.06523617311857242,0.20729204328735293,-0.1507203295418815
51,0.08197361798134592,0.061676802036940946,0.17899171277542072,-0.2079166349977144
52,0.060939704326771905,0.0601927609374075,0.21688663508346634,-0.24940543587806926
53,0.09194798459990816,0.06004123058137323,0.17898109935025447,-0.21314458447285353
54,0.12236068228463583,0.023396760354651356,0.12366793703636561,-0.16943771641629796
55,0.09402095077183595,0.026870996479373334,0.15583665461485818,-0.16597090226209035
56,0.06415007640578001,0.06630529828893829,0.2072256961659642,-0.17771035370959018
57,0.08435347108886579,0.05422620398825245,0.19045778447268794,-0.17543764502199205
58,0.07697702932486282,0.01289397101564197,0.1506964836080933,-0.2788075212399563
59,0.08065718154495065,0.0407290669742731,0.19070566139001877,-0.1318087868701007
60,0.08975071834433469,0.015602181115540494,0.17307460565881577,-0.17204743340904988
61,0.08537438583869639,0.02353721417417319,0.15226741184795362,-0.20851392951900322
62,0.08118046292172783,0.05280806577328314,0.18800353070508743,-0.21031015295568192
63,0.07138157864361275,0.034123255300647276,0.17890010025644268,-0.21252773513464507
64,0.0982006491687011,0.03393558332164907,0.17898529854807219,-0.18667655501866312
65,0.08863104510984456,0.029855090955587353,0.18043528450732438,-0.2194780585776936
66,0.0647258779970883,0.016580744668525906,0.16804953853140556,-0.2779318978447652
67,0.078056381349868,0.04342180647154803,0.18216726979537595,-0.2214451922329397
68,0.06631770452631955,0.048515245930455336,0.2179063035297971,-0.17942236623162944
69,0.0919520556689925,0.03009714913686426,0.10300496686011074,-0.17570323041475477
70,0.08398963013170836,0.016474851246183184,0.15991772726897127,-0.22731857166880023
71,0.07858167084334929,0.04914671249483095,0.19714659994793315,-0.16526981826687592
72,0.06994890722392583,0.0510194199225645,0.1989673288654506,-0.144590352230209
73,0.0757352046622962,0.052929192922068054,0.20969207116465,-0.23701761858853565
74,0.09325580573986285,0.030435823986709104,0.17483254326619022,-0.2221633908603477
75,0.0940311661300615,0.03536920492701062,0.21044862366133066,-0.19527484321820754
76,0.08944912530633967,0.05463392329144663,0.16447779748975236,-0.1898467911567718
77,0.07692027926842264,0.049385695101221976,0.21399676962962447,-0.24683966428148824
78,0.06427167008629202,0.05329777915792126,0.19588382680676408,-0.2099198343541842
79,0.07919806018957548,0.04673960609546867,0.2214656069290653,-0.1291545902619147
80,0.08670956518894825,0.03336825698433814,0.18861622370184014,-0.11255574583906958
81,0.09883210391543046,0.02425538194213867,0.17492369858931456,-0.2234679405887046
82,0.0811526032808302,0.03800323260832036,0.17993265592673022,-0.18953787289101257
83,0.07851938827307134,0.06388327353012815,0.19858704143059994,-0.26535602202791214
84,0.08495232197637677,0.055476916563949534,0.1977801028700927,-0.18141110023745152
85,0.09927172953275276,0.0480610138778831,0.19476131988877954,-0.23253115659183338
86,0.07929447199364699,0.05353569469479603,0.19457151675818857,-0.1909942680473547
87,0.07199447802964032,0.03777723921871093,0.16652239037333702,-0.18350112427273277
88,0.08741611952352228,0.035317358187450736,0.17045536366855324,-0.25173879697187423
89,0.07732414704055005,0.02638840438907114,0.15253018159498372,-0.19776602252156855
90,0.07407273832005039,0.07546368987643878,0.20455405888849942,-0.12208833524222017
91,0.07895981818849251,0.03617353026033874,0.1802453126188721,-0.21134087510942587
92,0.08210550197646735,0.05106576002351858,0.20836390297321544,-0.2220009316183952
93,0.07634358703443955,0.04777307104040417,0.199644313258635,-0.20833231560102047
94,0.06014953354772099,0.025054931537286572,0.146541531741989,-0.24691785205508224
95,0.08201058506572488,0.08159852329264437,0.20512174845218098,-0.24647083175450174
96,0.09638617269161705,0.03756826065106587,0.16910182829490916,-0.1148424344243244
97,0.08563956181224863,0.036924231732353215,0.1621404606820687,-0.19679414974294626
98,0.06603957577393223,0.04111243846605236,0.15093332787994482,-0.1908946174323278
99,0.06142506680331298,0.04401927068435139,0.19259976767903803,-0.17959668150023636
100,0.058309413306974436,0.07167282859701325,0.18105763465083494,-0.31735045403747153
101,0.060681248926680906,0.044167854422380526,0.2138410936884369,-0.23320251131122374
102,0.06165705293075949,0.049363506387084706,0.20400260768464643,-0.179414434511485
103,0.0881042191752989,0.05481186184603673,0.2022490610676232,-0.24030774870180097
104,0.095615344703419,0.036874100364205444,0.201743043185486,-0.18913093948441975
105,0.06948348100015134,0.025409772702565545,0.19347078844636548,-0.28883114752325856
106,0.09358168845466366,0.03073193250096687,0.16211275638440062,-0.19053361387758425
107,0.09211199882657956,0.041012799201139906,0.2072728791948185,-0.2678943801355738
108,0.06766894164488117,0.05663840300614025,0.2046013644329641,-0.21909820504641656
109,0.08555029828722735,0.037289388356513735,0.1666966084532616,-0.17374023607133993
110,0.10467407032902341,0.04591505621649668,0.1688992981550733,-0.15442562813146749
111,0.09353980246959047,0.04358467381383004,0.21251628925501392,-0.25893739598612275
112,0.07034895459967654,0.05424618386144424,0.18419314339536438,-0.2007181744048233
113,0.0861570418024197,0.0686592409417624,0.2687730834536502,-0.20582891161418487
114,0.06799585879044533,0.05339531363493935,0.16157031066446578,-0.25731099134206115
115,0.07177694070455606,0.04852379151968506,0.20129229344496927,-0.14474892610322293
116,0.0408083353547194,0.03782428170455767,0.2123008806496015,-0.22340233248464858
117,0.05803804532033914,0.08521456354372817,0.24122508109136645,-0.29905771757329763
118,0.04969067200995114,0.07317407441990774,0.22553014532878216,-0.2239391238346824
119,0.0828739370966427,0.03240645407536705,0.19299655790119327,-0.25632526172547987
120,0.08860764442201018,0.017659621439020813,0.13765499850988164,-0.14432633644439022
121,0.07836278891900349,0.010846001975048293,0.1733466704067721,-0.23467604720426805
122,0.060732356663043184,0.04770174208399868,0.1761168859645146,-0.15991428364217855
123,0.06391837859655228,0.028959890586202654,0.1745393267497506,-0.22106768965738385
124,0.08835210926597337,0.040772659314349556,0.15845379620872813,-0.19981894320841143
125,0.09895268375278526,0.041676020335320425,0.17852218994486746,-0.04653297174049165
126,0.08536556582628076,0.04711694761571579,0.1700795053546589,-0.2176923719537629
127,0.060362115711874435,0.04656112644548967,0.22455189494766276,-0.22420259878171345
128,0.0678446196541036,0.059710993683811664,0.20666135230240873,-0.21141599090309823
129,0.0579837987480385,0.05711692189837653,0.24309325969534748,-0.2542433269048949
130,0.09505291967561937,0.04528799292067947,0.18937727498800708,-0.21183184710663572
131,0.07268917705593675,0.06403788328461082,0.1988774178772655,-0.13812740820935684
132,0.07655553545290025,0.022225951572624043,0.1476191826530038,-0.21576787334057893
133,0.073091864898836,0.04692906459036447,0.1759606045353356,-0.27405910668454875
134,0.0632368053015808,0.028296059610630777,0.16589929452755117,-0.2918514819763577
135,0.08137805389316147,0.029282363539434243,0.16982224078496833,-0.13010695280095433
136,0.07845550963458012,0.04969055848294101,0.17587030991348893,-0.16241031965039654
137,0.06936293892902896,0.061654472655084246,0.19160906292197402,-0.20315355609475064
138,0.060290174593762985,0.053369198297170156,0.19756071271158668,-0.2705715869747735
139,0.059290288201246794,0.04816928673584252,0.19918832313799267,-0.1562048789524698
140,0.06979278714022194,0.05979084399489298,0.19642355044493612,-0.2464783572930299
141,0.08400268589175963,0.034163521852072394,0.18150864333219363,-0.1575717963125924
142,0.1134855673163605,0.035897001350697705,0.1397931252907594,-0.06426584478931818
143,0.08429324115653161,0.03965231894843186,0.15024105479441244,-0.09570952954337136
144,0.07188058546830753,0.031219605805739514,0.1510320814741217,-0.17893024370066135
145,0.08858006420912612,0.04823101556419535,0.1999441689572799,-0.21561109497202827
146,0.08580169158960754,0.0511765192992255,0.2025211407612779,-0.16933076423991064
147,0.10436078714482049,0.025247534917586672,0.14606385749754314,-0.14786788266098463
148,0.0657401336218049,0.0415807310652662,0.17939587746955934,-0.107742762389192
149,0.07385526967357246,0.06263981665962211,0.19273361786464452,-0.26320083247833903
150,0.06295332491373042,0.04825373846443635,0.17672977980635188,-0.20684300863176852
151,0.10919510890035776,0.031628891569860984,0.151015699838832,-0.09558592105725919
152,0.06091376219450689,0.045195315745191214,0.1841834718089908,-0.20283043691933128
153,0.07027754664960417,0.030240147261578455,0.17648261778151078,-0.2244838280530984
154,0.07965913903769598,0.048898975059536824,0.17458406502739818,-0.29330140089618606
155,0.08533477321001456,0.035390119737594344,0.17782812749669552,-0.17442467443782955
156,0.06596634281210355,0.06231345316578414,0.20515866744423053,-0.1329188683421029
157,0.07286523161647172,0.05581186946569619,0.20676589739762705,-0.24107231373590854
158,0.07612817300624962,0.026361209499162413,0.13869292262706007,-0.16255446762476605
159,0.08873375005470545,0.05852166645409135,0.1894953945688485,-0.21333748101442182
160,0.05454471023598746,0.062436741079607026,0.2135638100274476,-0.30992671358628443
161,0.05539994284111341,0.050641232621741056,0.19287489827120397,-0.21175572746988497
162,0.0823050086599945,0.04454169753217859,0.1643683305386579,-0.23054217407987904
163,0.08180948311297294,0.038259696557764275,0.1783294467797325,-0.17273347692188473
164,0.0513123456082897,0.055958067576775565,0.20493535107625294,-0.19182966371993274
165,0.05550513042595954,0.05302108292038836,0.20582097170545907,-0.23994309832968902
166,0.08016049608985835,0.023282686829806106,0.15276944034496404,-0.2997510990444433
167,0.09977356171753057,0.034432706211799696,0.18559022489773289,-0.03510828199500779
168,0.09034619335220767,0.05372456837409103,0.1937159647533971,-0.21694288408569398
169,0.09248373337855428,0.04402553652748178,0.1843717686248219,-0.18769138411137942
170,0.07386392789076152,0.03659942133874159,0.1573291519085124,-0.1925733032221049
171,0.0923616267207883,0.041660141887066036,0.18658886412163186,-0.2818472062108888
172,0.09335478342440084,0.04604659680374325,0.17781722173972014,-0.2424607687925453
173,0.0706653966495335,0.03455968116540875,0.1840022233678682,-0.2531311626874058
174,0.10869430738226421,0.025860418121008866,0.15326543032209552,-0.17260646190966591
175,0.08607112334680475,0.04261169295058803,0.17686233650730954,-0.04132096009111453
176,0.08190066561155782,0.0556748436395946,0.18734803785429674,-0.09758946718136738
177,0.08593626469768584,0.05669459989476491,0.1902515108338587,-0.2146093475887614
178,0.06403462779969755,0.05715644889720603,0.1790902141302111,-0.18253769795255825
179,0.07077228095592451,0.06213866136057515,0.22362028551587307,-0.16240207179344807
180,0.08906108503674079,0.042420110082992776,0.19135389334102448,-0.19987431733360753
181,0.10549693262150837,0.0383076739799165,0.19625734209878773,-0.18501450506812023
182,0.06602264619112862,0.035952164634434326,0.22356352496126844,-0.3243488524999732
183,0.07402940637493098,0.0343781041686663,0.20534452604783957,-0.17560186762884986
184,0.07636956928026509,0.052791574547553996,0.19523140939630965,-0.23180657009728964
185,0.06915555194671998,0.05496229181296486,0.19127370888037978,-0.18768678610642328
186,0.07870393484087959,0.0334508703791729,0.17813124813903877,-0.2123329269485646
187,0.09211700408492572,0.058661751975655346,0.18901303465843047,-0.17695112207837338
188,0.06392673618560282,0.04260692483651375,0.19199651828167674,-0.1873681102315467
189,0.08696476213651949,0.026347647330783614,0.1479277353431103,-0.17848957614749877
190,0.10126856891184832,0.03618250738768413,0.16051646213405119,-0.26582888422352113
191,0.090104876302571,0.0432434308160609,0.1573591240394861,-0.1359768035414107
192,0.07390359515150757,0.030108109739856528,0.18732282075533654,-0.15161087310798907
193,0.048684019276090534,0.07638622416314023,0.245683072037066,-0.27589869764737035
194,0.08632038878807347,0.05236362128961344,0.19325115248446673,-0.1767381980446676
195,0.08389010598425967,0.021095545681411726,0.1461814840302661,-0.17208409649181375
196,0.10883952321438312,0.03574221453754696,0.18165086027754512,-0.22877056418063385
197,0.08120132574327088,0.051686090669420384,0.23865030557056666,-0.20530772181153253
198,0.0725069059410213,0.051536008422430675,0.17913800704441654,-0.25881037061465334
199,0.05992434827746527,0.0782041319232565,0.2339637447499204,-0.17322196908598889
200,0.101531989037302,0.033370315833541914,0.1607489667551147,-0.16982545777740948
201,0.07298346023167805,0.04187457465976384,0.17700559491915224,-0.16074899423582553
202,0.05555646158084439,0.05256950251181958,0.21397130402724523,-0.1861137410100128
203,0.08916232848802719,0.02522811816197434,0.1517984476671517,-0.15706071032255337
204,0.04239304438612001,0.05285774996313642,0.17436190402928578,-0.2906334602307496
205,0.06480354024858617,0.05885288114139968,0.18930766322100331,-0.18282080883828572
206,0.08677716746323862,0.017625105563869096,0.17779506604621853,-0.23145913325269327
207,0.0838910780267527,0.04237679244930054,0.19500109855131043,-0.1739579065936012
208,0.07773606896522564,0.048584239821808206,0.17710835898827904,-0.18486964490341104
209,0.08255340925347096,0.041690851238609515,0.16094013539174254,-0.21426711035552404
210,0.1044155730182201,0.05099495682451843,0.18540820504971048,-0.19694800946369762
211,0.09857478612124648,0.030649260690380892,0.16984301171689034,-0.12710166381423543
212,0.08041160684132953,0.03674719201681299,0.1821597251395474,-0.18186787944894375
213,0.07302013239631297,0.04049331424531037,0.20030111013883703,-0.18718648252160872
214,0.07196324323866571,0.041088746975572396,0.17444051916020079,-0.2956940455749609
215,0.09007917689958028,0.0501892583773752,0.21663395113386594,-0.1677641909491011
216,0.06122983121931715,0.05847582886471697,0.19141523327098148,-0.23433742978863348
217,0.0748414227842328,0.08623289911934849,0.24560848387665707,-0.2557364158226035
218,0.07969000239806645,0.0451078436926509,0.17547564274667177,-0.1907806073389856
219,0.0752745057888817,0.055631275655736924,0.1839945329481283,-0.2363167638323452
220,0.062049149252017974,0.04531800429049293,0.16840790416463725,-0.21863235362209874
221,0.07364949266890182,0.05037048076949686,0.2149587573537709,-0.23991352105941882
222,0.08611562518885782,0.04985214867026371,0.2032132031036045,-0.17500124513852416
223,0.06314368879416364,0.054727925886979736,0.19505571507777658,-0.17708926318211185
224,0.09478362584180589,0.04771892255887488,0.185851350622406,-0.25002545368171514
225,0.08653219022774997,0.04283292408764281,0.18435520409995948,-0.2648836039971584
226,0.1048798710158918,0.0571304432336944,0.1998640775952239,-0.23553279554564482
227,0.08538765650398816,0.04069519278630041,0.17386305663709253,-0.243743267075068
228,0.0674666832213146,0.029103325040171026,0.1668948136915772,-0.2227854570782038
229,0.08087932758464567,0.029425132938532276,0.15785280848741243,-0.16419075552549184
230,0.07845210658828254,0.04216397618063997,0.16776754194982096,-0.17882762561391688
231,0.09757573780599575,0.061861766940645144,0.1835431647702708,-0.16513927252111585
232,0.08122520183945076,0.03725944388162522,0.1957956567440346,-0.23168358460419497
233,0.08187388654061593,0.048071891249756506,0.19302986314481854,-0.14879110636185905
234,0.07487024156652324,0.045406638997116514,0.17034606436708222,-0.2081252937742091
235,0.07678157515523926,0.037636253101624474,0.1517673705419063,-0.1895113975781586
236,0.049968521642805595,0.028771742247782894,0.17741026461084758,-0.2958849074184873
237,0.06614353466899332,0.05261948911371049,0.21513741173066536,-0.24834226622318273
238,0.09334022776491296,0.04417438757775198,0.18981833586852837,-0.20608877662182806
239,0.09013805767785653,0.04227705476458917,0.17852630995315488,-0.2086190216918593
240,0.06781554478243738,0.05899465626425299,0.2307781538225222,-0.26472381395377165
241,0.06929004012242114,0.04984418524248289,0.16957264300435554,-0.1968359569535671
242,0.07645378163199963,0.04023866687415602,0.16576690406814926,-0.23016566362766833
243,0.08532780154592505,0.05272788385598379,0.16386190223536967,-0.12419133653657537
244,0.08650522147128413,0.041360818785983425,0.18109250342579106,-0.24196189583441763
245,0.08018813742006707,0.01550970192053269,0.18710790310578798,-0.19047054494441965
246,0.07527597526202032,0.04978698740971583,0.18777409468784992,-0.21119324909256718
247,0.08874665390963778,0.038275198703307374,0.16494618415243875,-0.13031065693947305
248,0.10915919710442068,0.030280802114020285,0.16863505232268197,-0.14032531231383163
249,0.08621102403694203,0.03870277891514087,0.1547662770569465,-0.15665869854357894
250,0.10708750432019497,0.02141511390697956,0.15713167020415555,-0.20402948146427557
251,0.10014298439380757,0.034739162815805795,0.1908382546740161,-0.2530316029463371
252,0.07582478890439605,0.05144727514655662,0.21548546506340288,-0.26872044327891265
253,0.08376311711351189,0.047107417841873084,0.20137233404833232,-0.29681706587290335
254,0.09100415591048161,0.06283844028790113,0.19202217511997444,-0.29345083202612166
255,0.08177430259784699,0.07963610720203697,0.19806790135484367,-0.21848229801840746
256,0.08870540077165669,0.0374591599785428,0.18314488087987393,-0.10738297303700525
257,0.08988603958572206,0.052318261929833215,0.21460327130352963,-0.1972566177887464
258,0.06866486692288179,0.03609918591067343,0.19325579341553747,-0.21856294297872741
259,0.05206881571490467,0.03933593785890685,0.1779861981672754,-0.26537260614239105
260,0.06899805030977114,0.05138411346234685,0.18476839997909192,-0.18211104319093405
261,0.07488227995929504,0.014725896696099784,0.16872197342873696,-0.18455531572912814
262,0.08688451548960811,0.0438979935622625,0.202034245042268,-0.2588070710030917
263,0.0908109003347289,0.04370369326763513,0.17525851808883275,-0.23518667419427924
264,0.04988387359233119,0.034674594708339786,0.18253927957869465,-0.21649567455169463
265,0.06390860029831795,0.05094883175057678,0.19211978817958322,-0.26836429561988956
266,0.0896598404626067,0.03038127777878777,0.19637890206056757,-0.20245797731303078
267,0.09534076016428279,0.025201451922519505,0.17008217268953174,-0.11124508023674028
268,0.07639198200845718,0.04736986119398321,0.21430065316415897,-0.302189360926905
269,0.06705015143891159,0.03593130720608663,0.16426792196088552,-0.1345911112011421
270,0.08074416909200095,0.07523885493077172,0.17341813555139557,-0.24013842793947446
271,0.06910597346171109,0.04532029323618481,0.1586435260733518,-0.17864934956663295
272,0.0860668151293449,0.036617285865458975,0.16475489191216486,-0.17169691754775226
273,0.07443577107187038,0.0511872172716752,0.17107358261392694,-0.19518884257855287
274,0.0799034734712527,0.03011582640197791,0.15907971382916306,-0.15622136830714872
275,0.0684111312364177,0.05426124460466188,0.17461212312247068,-0.17091608757133864
276,0.09488763130862704,0.027103639035211423,0.17814765660878343,-0.25921516545675977
277,0.08643380471957407,0.05537003497092832,0.16645528475609642,-0.1661260805228502
278,0.05154483271259225,0.05032655838215451,0.19335606289895682,-0.10489156077738293
279,0.09379330247445868,0.034783538679499695,0.14872151900578573,-0.1522505870246182
280,0.07505529344058372,0.03161258114404701,0.16913833517321397,-0.2356072398139074
281,0.06560911261802381,0.0359583860926511,0.21973583307219546,-0.29246586007724046
282,0.08893000722067405,0.04535796454699587,0.1721867983287365,-0.13047687546356077
283,0.08189253344679552,0.029984766495013356,0.15288874394800128,-0.20185752200125998
284,0.053067257404414085,0.049670104414978634,0.18199438550677843,-0.2748284533750336
285,0.08399299729120656,0.027656130155940217,0.1608700018499134,-0.19057389079613773
286,0.08650218155514897,0.049631367205625616,0.15210586574728768,-0.15598684331266927
287,0.05488610148762533,0.0638104219522755,0.2104285672972115,-0.15230118566241257
288,0.08370581008023587,0.05386780597623147,0.19913134163045632,-0.19783724274151596
289,0.06618983698475703,0.06372115024799078,0.2091794037768832,-0.1902568425018168
290,0.07438623801484068,0.06481450025345724,0.17701764094374023,-0.1968842167194499
291,0.07783917029381993,0.0781489067889362,0.2040130973647458,-0.19796141860417343
292,0.0826920171397101,0.06645837662389283,0.21617874427113998,-0.1757087285070811
293,0.08392362693456704,0.041672621252654654,0.17928067530416575,-0.22342178661834922
294,0.08238070838872422,0.024499623206101762,0.15936603906207006,-0.2761526812812172
295,0.07151569384221207,0.056498195487076124,0.20730875353303865,-0.2522624875596623
296,0.046826308614470305,0.04754666679463388,0.2066152154158683,-0.24541113853741547
297,0.08547712723797153,0.04034939296089046,0.17886177842053214,-0.22807444132231175
298,0.05846068524670273,0.041953461474318374,0.21000290999918947,-0.15207846765471078
299,0.091144999473658,0.048485293595879275,0.18373918930204428,-0.19831325968299462
300,0.06879115957057803,0.05435475533572724,0.18251716543724408,-0.16383770719748425
301,0.08881977200475451,0.05916401130221107,0.20056369996584603,-0.3183040332014075
302,0.07464447911702361,0.028204687737221536,0.16352199854063462,-0.20937763119685904
303,0.08672193084440102,0.029997780679668334,0.20472286118003105,-0.22471245887784463
304,0.048313623321059596,0.052150827018461174,0.18944581800721058,-0.2123211397750928
305,0.08748378416778088,0.03829527976251406,0.19212008655634064,-0.15298003479134914
306,0.09323799748349532,0.02321268140205564,0.15436375293291116,-0.19777139637092062
307,0.09430465859357362,0.0459996377461071,0.17477411352030778,-0.19932831925722996
308,0.0909921228394704,0.04629955767267666,0.19036601552035773,-0.11544833819797855
309,0.07753340261607324,0.06338736117139061,0.21062564318095667,-0.2839080817839765
310,0.07712366005640782,0.04035093551811715,0.1741492352709501,-0.22275056646526925
311,0.08223941648079026,0.029204676363727557,0.20810045769980548,-0.19645067303911998
312,0.08503954742231139,0.03285164262299506,0.1936315702834297,-0.12423892770659824
313,0.08339970110255182,0.024405000523897755,0.16509974614462478,-0.20450282207962087
314,0.07820359917087619,0.030604298999763923,0.1382406008363878,-0.15756985193414005
315,0.08293525266461275,0.03810703978961619,0.1889527836087037,-0.23711709876411796
316,0.07981346646914227,0.0371822653863585,0.1994807051906331,-0.20054301755542475
317,0.09018811206147538,0.046495326113736225,0.18047625495839872,-0.06258580896540807
318,0.08531709528118565,0.03617605300845076,0.19134308783179452,-0.19162939040507632
319,0.09274072134915522,0.03676672398711323,0.17864991666587407,-0.21970608356110805
320,0.08691384703285493,0.03554136300662184,0.14587000900291314,-0.16219221661217423
321,0.10019429734724251,0.05296934556433297,0.203761227285383,-0.2131794505020679
322,0.09596989019611762,0.04262951533714791,0.16722941540260158,-0.32852420416245526
323,0.07991044552742696,0.042467306630955555,0.20643289522370425,-0.2933711067586817
324,0.06861691431849996,0.04878933214557775,0.15567678749978353,-0.22715251743610493
325,0.0832451575831942,0.03705509276000386,0.18162709534329494,-0.11019255285390236
326,0.07259178530714867,0.0400792277411716,0.17349746766769586,-0.123052043979819
327,0.09718987681352209,0.03394207794001448,0.16764458671847404,-0.15239706667244554
