,mu_beta_dv,mu_theta_basic,theta_low_energy_LC,theta_low_energy_HC
0,2.869416302379963,1.0653956627965315,0.37772894336685897,0.7438759106043271
1,2.7494085466326696,0.9617057742090153,-0.03589039896480259,0.8146104024671592
2,2.657976519032272,1.0152659163905495,-1.6443703927595419,0.3680893564199491
3,2.635716691184666,1.0807770537581523,-1.0621089246514546,0.43500488559814404
4,2.559821900406616,0.9056423979743546,0.17928089245078302,0.4945904250457846
5,2.6862554467702693,1.0631092546332492,0.3189476774994898,0.9946630633278495
6,2.6212742057180707,0.9066868592183749,-0.30134964276772314,0.484097660998078
7,2.936393364711356,1.0190183280779594,-0.38081240228937835,0.5846162351661025
8,2.6637214701155525,0.9713266400453593,-0.5201110634258752,0.013048040302101854
9,2.5056981555123583,0.9891632165401381,-0.8100558582931467,0.2634777276322782
10,3.0380785240629957,0.978880726498524,-0.9370876714041443,0.6556570984378145
11,2.6930231649195413,1.0922310090047342,0.046882392327452865,0.5822992624881984
12,2.6317164372505952,1.0745621874000262,-0.20040243278140468,0.4490104372770163
13,2.639158923374414,1.1887097428958584,0.023699900316729305,0.4647300869943002
14,2.6876268607389866,0.9885480829862883,0.009705706537950276,0.29036779042401095
15,2.7759319971571212,1.0586060871036438,-0.6438577157200129,0.6835252272879654
16,2.8389482592703525,1.1131312694709334,0.267396204501,0.6542126498753701
17,2.6511181433048203,1.007851554596409,-0.2715132460987749,0.3545641003724813
18,2.5879168024503056,0.8605633549754987,-0.18476244275254344,0.7567897409703873
19,2.8404092392749467,1.1508048643811895,-1.0379730448604798,0.17012778017701258
20,2.569025666672493,0.9265698699789597,-1.6110161023283305,0.24799874125710727
21,2.9168887709142606,0.8199670971484314,-0.5130772183201369,0.4478765619286205
22,2.648745351808,1.028113312720197,-1.1329179511630025,0.8335466872231978
23,2.843754410286606,0.9653236172384837,0.32335857038501314,0.6709118876633104
24,2.639529778236319,0.8916177047217707,0.13869665489498004,0.35443171267492257
25,2.8167861721364353,0.9595764893887251,-1.040385909244906,0.4842061216288146
26,2.7216016244411705,1.0883726533886404,-0.9199569083735368,0.4042648632013854
27,2.97009534379781,0.8667714721038982,-0.5127664997700332,0.35473637363025085
28,2.5018570725008122,0.8761416217022641,0.041732776527477825,0.5217335166899971
29,2.6792544206563482,0.9846337786373954,-0.6494099926388179,0.7536853877784044
30,2.5350056947639774,1.0247042889483653,-0.7453930933347845,0.45313974217602404
31,2.675788354164283,1.0354358537597232,-0.44366186705666943,0.5538999318809134
32,2.7269927123996323,1.1050620790307009,-0.7606890061927939,0.7702364676143867
33,2.6986107765416047,0.979938496568088,-0.4346423467839353,0.6411446652053632
34,2.4888014916405305,1.0422135061834568,-0.10321977287901353,0.8567512349700346
35,2.7231072220917336,1.1254612169805598,-0.9216707422174557,0.5430559815445211
36,2.6914693605221225,0.9906659319542177,-0.07200297874784356,0.4913113500888904
37,2.479676081910909,1.0198417893237408,-1.3735633686334183,0.5705513207722174
38,2.8071136047389387,1.036712272433641,-1.4065118893582758,0.8805966873621243
39,2.4959459012352934,1.0773252952297818,-0.4027677444683134,0.5966901581770425
40,2.587767445996013,0.9652312864306127,-0.24596014188161572,0.569576478365156
41,3.0947616813002097,1.0690040020422626,-1.0920487994629444,0.4275007667668817
42,2.772900377516965,1.0534976699412462,-0.16532775503683364,0.34126336205821817
43,2.898039234086763,1.1105847089381353,0.16369546718144035,0.503200338385379
44,2.783246198829509,1.0346600493549662,-0.7630057305078787,0.4075730084810979
45,2.8562987370885233,1.0050271769745396,0.34716221067963077,0.3754899738478236
46,2.732439031222314,0.8921190932401205,-0.6365092707782832,0.7395432300716507
47,2.4803208821690665,0.9840742940250046,-0.1794997325135499,0.4894426562558142
48,2.649781223884528,0.981072220774225,-0.9427170905749404,0.6046727646576286
49,2.891316737172867,0.9989511059029512,-0.5502098723196862,0.6272925881796326
50,2.616171493616,1.004375907171741,-0.4824370092138699,0.4156913583968933
51,2.809986346535922,1.0669242158339975,-1.0880550749663893,0.38372638251899815
52,2.7228866918023633,1.0143056568574071,-0.9316103624271583,0.6528902889894894
53,2.4880628849590853,0.9144321363834427,0.11656371045702582,0.661994885565558
