SM (I)S (E)S,PM (I)P (E)P,HM (I)P+S (E)P+S 2beta
0.18927835262253012,6.54629573907966,1.0540695267872486
0.03586449594509844,0.008999402822031044,0.015599147685456671
0.009763797030146293,0.005043011816660226,0.002170044981596675
0.024290798591238172,0.012955286422048573,0.00990792961164999
0.1188523604306937,0.14433169913103683,0.046784048465049466
0.009763797030146293,0.03461902623024571,0.0061540682650473855
0.1188523604306937,1.9289919518231038,0.23977998483215401
0.009763797030146293,0.1942758322592688,0.016641181828603635
0.18927835262253012,0.009956389749717687,0.014109295090772633
0.1188523604306937,0.24302977588693153,0.06185257312665016
0.024290798591238172,0.007441666028693561,0.007341010401454184
0.18927835262253012,1.417159151382922,0.19509168007269295
0.049534690465872444,0.00397044662297219,0.02299628232087514
0.024290798591238172,0.2347148404966113,0.05199876033452355
0.049534690465872444,0.12103989343044219,0.0921033048289317
0.049534690465872444,0.0017236138344074448,0.01046927457305813
0.18927835262253012,6.54629573907966,1.0540695267872486
0.03586449594509844,0.008999402822031044,0.019962262078930593
0.024290798591238172,0.05379324861996082,0.021864919592164966
0.03586449594509844,0.009575085547432138,0.020528126254145462
0.024290798591238172,0.042169988195119856,0.019049604797729103
0.03586449594509844,0.007065422441346669,0.017912343695641653
0.1188523604306937,0.2306234729971095,0.06010574313807737
0.1188523604306937,1.5584236359313586,0.20124446613003855
0.1188523604306937,2.091429162310142,0.2572975041032919
0.024290798591238172,0.024920180948790005,0.014195142400467375
0.024290798591238172,0.15011645332115364,0.03969001466222366
0.049534690465872444,0.10968728698573216,0.08731840145758696
0.049534690465872444,0.00397044662297219,0.02299628232087514
0.009763797030146293,0.0011895795645990859,0.0010265583518780375
0.024290798591238172,0.14318548703425193,0.03858944924689922
0.049534690465872444,0.0017236138344074448,0.01046927457305813
0.1188523604306937,0.004176105944079467,0.008614907656912862
0.1188523604306937,0.8836672048449827,0.13363426730781214
0.009763797030146293,0.10511569689305134,0.01156629850106583
0.009763797030146293,0.2877801432669358,0.021179375734458716
0.27698063388037397,0.0013586381735741782,0.04550363279159342
0.009763797030146293,0.3346236288165194,0.023287132342137085
0.27698063388037397,5.224508036150155e-05,0.006910969567154979
0.024290798591238172,0.0005477605551043041,0.001888702621851479
0.009763797030146293,0.30450950600020477,0.021942068520402813
0.1188523604306937,0.8203435782204309,0.12722176841418786
0.27698063388037397,0.007785462497853501,0.09551580512236768
0.024290798591238172,0.023929415400630205,0.013879435880564728
0.18927835262253012,2.180544917634112,0.2760585165437064
0.049534690465872444,0.13999273489426756,0.09969579555850316
0.049534690465872444,0.002895799543409794,0.013494903788565438
0.024290798591238172,0.15015892853321233,0.03969670423937188
0.049534690465872444,0.1449140031631977,0.11598558945762605
0.049534690465872444,0.001936132839826854,0.017150281222189534
0.024290798591238172,0.22812780452044734,0.05109887201338026
0.049534690465872444,0.05575790363608846,0.07345019651288354
0.049534690465872444,0.0004765626233975695,0.009929712138685431
0.009763797030146293,0.01617968187979102,0.004050563685527919
0.18927835262253012,0.12314394910737647,0.04654449330741883
0.1188523604306937,0.4576996105101152,0.08859188938809481
0.009763797030146293,0.06822056247856167,0.009016866018438208
0.18927835262253012,0.037618913037043455,0.02602727530901916
0.009763797030146293,0.11784501815795423,0.012364265513490125
0.009763797030146293,0.1942758322592688,0.016641181828603635
0.024290798591238172,0.0004835367643494237,0.0017737407866249555
0.009763797030146293,0.008759265096653479,0.0029094489003860247
0.024290798591238172,0.009145810334558746,0.008203035645827583
0.18927835262253012,2.1238266877811114,0.2697695243514211
0.049534690465872444,0.0004765626233975695,0.005651776209457893
0.024290798591238172,0.01662257088666408,0.011354060495126106
0.1188523604306937,0.11318971640969977,0.0412263447686243
0.18927835262253012,0.2870955538215014,0.07255467220428358
0.009763797030146293,0.006409297990085605,0.0024634656547988243
0.1188523604306937,0.7294456947665964,0.11790564791644798
0.009763797030146293,0.11784501815795423,0.012364265513490125
0.1188523604306937,2.6692207954096645,0.32367740174313653
0.18927835262253012,0.009956389749717687,0.014109295090772633
0.18927835262253012,0.535109846455196,0.10317362317920242
0.18927835262253012,2.2476668652237706,0.28357254481304395
0.049534690465872444,0.10968728698573216,0.10125711640580093
0.049534690465872444,0.00397044662297219,0.015771152658878407
0.18927835262253012,2.959981519104403,0.3689027968031837
0.049534690465872444,0.12103989343044219,0.0921033048289317
0.049534690465872444,0.0017236138344074448,0.016368956753563424
0.009763797030146293,0.00020829817693268637,0.00043027078550750275
0.1188523604306937,0.8836672048449827,0.13363426730781214
0.024290798591238172,0.0026503504109065545,0.0042463148373954596
0.024290798591238172,0.004812341071911419,0.0058161803447625005
0.18927835262253012,0.24407552767008056,0.0664640328916164
0.1188523604306937,0.10457620512977783,0.039580608280889606
0.18927835262253012,0.3343343934493639,0.07888360853139886
0.009763797030146293,0.005475108879224422,0.0022663008324812495
0.18927835262253012,0.24407552767008056,0.0664640328916164
0.1188523604306937,0.10457620512977783,0.039580608280889606
0.18927835262253012,0.3343343934493639,0.07888360853139886
0.024290798591238172,0.04948047003625078,0.020851676087193738
0.03586449594509844,0.012469746624717004,0.018478495049027543
0.024290798591238172,0.04560935324502324,0.019911818379050317
0.03586449594509844,0.021438327608709784,0.029729649404934833
0.18927835262253012,0.6958149903034219,0.12089399085178343
0.03586449594509844,0.057791924618538104,0.04179109683674653
0.049534690465872444,0.001936132839826854,0.011079323181018452
0.18927835262253012,2.9113460464959857,0.3627126417244746
0.049534690465872444,0.05575790363608846,0.07345019651288354
0.049534690465872444,0.0004765626233975695,0.009929712138685431
0.009763797030146293,0.01617968187979102,0.004050563685527919
0.1188523604306937,0.9882649222024327,0.14413437233094584
0.1188523604306937,1.916875416933781,0.23849032717513907
0.18927835262253012,0.019745865718405753,0.0192523230043804
0.18927835262253012,0.037618913037043455,0.02602727530901916
0.024290798591238172,0.0023718262852803207,0.0040067999604467275
0.18927835262253012,0.06950285846652804,0.03499666559353187
0.024290798591238172,0.004683109547212183,0.005732703342602008
0.049534690465872444,0.13999273489426756,0.09969579555850316
0.049534690465872444,0.002895799543409794,0.020192296843891455
0.009763797030146293,0.0018451835054662524,0.0012852615263483358
0.1188523604306937,0.07762736878522958,0.03401327187173564
0.024290798591238172,0.024920180948790005,0.014195142400467375
5.259411833750541,0.833409413978849,4.731972970342966
0.009763797030146293,0.0034876248922124375,0.0017880705669135466
0.009763797030146293,0.009836763563065176,0.0030959880391598915
0.009763797030146293,0.030614183623352886,0.00574798083379946
0.27698063388037397,0.24981875410395205,0.48166416596770745
0.024290798591238172,0.07351606704444436,0.026141855117788992
0.024290798591238172,1.22786157738771,0.16077515958547295
0.03586449594509844,0.007065422441346669,0.017912343695641653
0.1188523604306937,0.2306234729971095,0.06010574313807737
0.009763797030146293,0.08756858990470207,0.010405093194155057
0.1188523604306937,2.091429162310142,0.2572975041032919
0.024290798591238172,0.024920180948790005,0.014195142400467375
0.1188523604306937,0.040312559113328206,0.024587009522836212
0.024290798591238172,0.07833898352610902,0.02711669486597046
0.049534690465872444,0.00397044662297219,0.02299628232087514
0.18927835262253012,2.959981519104403,0.3689027968031837
0.049534690465872444,0.12103989343044219,0.10620987275876814
0.049534690465872444,0.0017236138344074448,0.01046927457305813
0.024290798591238172,1.22786157738771,0.16077515958547295
0.08124320712515143,0.6425660618784477,0.06618973423258012
0.6154711201003167,0.04037154441011026,0.009082385551881345
0.023685265765859498,0.001903384743961567,0.00892241000301297
0.023685265765859498,0.003971869245667392,0.011428072489941599
0.049534690465872444,0.0012587021902312756,0.04399389107084417
2.787249161017371,0.38292464416747407,0.6368501048056956
0.023685265765859498,0.09791328818950618,0.03527783227827541
0.049534690465872444,0.0013085367090823752,9.114645449415093e-05
0.009296062740130395,0.00018231101237731195,0.0025241907253352736
0.08124320712515143,0.010860670092256441,0.0005468102022199162
0.6154711201003167,2.2777164186203187,1.4504949039366224
0.08124320712515143,0.0007636580066829879,3.798458333292842e-05
0.023685265765859498,0.005174657740585786,0.012503820271884791
0.08124320712515143,0.1504116024672264,0.010248462379440326
0.08124320712515143,0.5576106950235236,0.05432077015098358
0.023685265765859498,0.0014251720580595872,0.008103434531147258
0.6154711201003167,0.19292978099189995,0.05300910112531554
0.009296062740130395,0.0040011900358152275,0.007247370527071695
0.6154711201003167,0.14026291869297225,0.036528214107683254
0.08124320712515143,0.2189713961175066,0.016166518070605207
0.023685265765859498,0.003242937621166675,0.0106702734611126
0.6154711201003167,0.303915896178637,0.09150275809295749
0.6154711201003167,1.1625921039968787,0.5343639267716043
0.03586449594509844,0.03275387152594078,0.07035778846765339
0.049534690465872444,0.0012587021902312756,8.790031621686012e-05
0.009296062740130395,0.0003007809342570056,0.0029806741687892213
0.009296062740130395,0.0006216694458842653,0.0038057797696602336
0.08124320712515143,0.07523321974858277,0.004558334950619525
0.08124320712515143,0.2813340460305618,0.02209690335444847
0.27698063388037397,3.5484601026644143,1.7514312118819149
0.08124320712515143,0.023642521540139683,0.0012557315258909796
0.08124320712515143,0.08730491914978344,0.005409357588252561
0.27698063388037397,1.3076805622347365e-05,0.031081838673816975
7.243453310493457,0.8007829186962248,3.9809716502146912
0.023685265765859498,0.0016756683049123922,0.008551367757846151
0.08124320712515143,0.6747983027799265,0.07094106360451136
0.023685265765859498,0.0011604940316267687,0.007570797551750275
0.009296062740130395,0.035703205964114915,0.015958676939558103
0.6154711201003167,0.033492015750539395,0.007423386455016612
0.009296062740130395,0.04102223527567972,0.016800675129371
0.009296062740130395,0.0022620866400551165,0.005934169330782169
0.023685265765859498,0.00627138475630673,0.013352724711193531
0.08124320712515143,0.021952224415628052,0.0011587377602424453
0.023685265765859498,0.02865401481655283,0.022659313698483174
0.009296062740130395,0.00018231101237731195,0.0025241907253352736
0.023685265765859498,0.1974449973624921,0.04584617909258526
0.049534690465872444,0.0005024013990180265,0.03325921730530723
0.009296062740130395,2.509584918186647e-05,0.0013319353742673457
0.009296062740130395,0.011116928753732935,0.01042955519685762
0.08124320712515143,1.0422337240642143,0.13532224914741064
0.009296062740130395,0.10279387048314703,0.023735601370560744
0.27698063388037397,0.5771846775450626,0.8360303419492645
0.023685265765859498,0.0005071064609154519,0.005774824873572726
0.023685265765859498,0.0011283054785060642,0.007500830941797432
0.009296062740130395,0.03095597982144227,0.01514044858437913
0.6154711201003167,0.019628582054636468,0.004205360393029878
0.08124320712515143,0.022945337593135662,0.00121561672300885
0.009296062740130395,0.002216741678683576,0.005892446527383299
0.6154711201003167,0.24347242424273574,0.06993379204358874
0.009296062740130395,0.0006214050923247783,0.0038052306637155198
0.023685265765859498,0.032845834873313606,0.023783685671798338
0.08124320712515143,0.006293074576252167,0.000309621662744064
2.787249161017371,0.4214211357564963,0.711760256740714
0.08124320712515143,0.02511556212641608,0.0013409784199254204
0.023685265765859498,0.0007012337893392839,0.006416745740420282
0.009296062740130395,0.031236297645261146,0.015190797727356653
0.6154711201003167,0.021003223687877437,0.004516209263798032
0.023685265765859498,0.0014251720580595872,0.008103434531147258
0.009296062740130395,0.01788783999219845,0.012387763338495006
0.08124320712515143,1.5845361401513642,0.2693507698804041
0.009296062740130395,0.21107751311035372,0.0314022539035399
0.27698063388037397,0.009652623744361932,0.004085067323810421
0.6154711201003167,0.21294229238012718,0.05958534001802818
0.023685265765859498,0.09053541714861879,0.03427791625209764
0.049534690465872444,0.0006929409664202524,0.036654180849794216
0.08124320712515143,0.010846310911016843,0.0005460491253792554
0.08124320712515143,0.022945337593135662,0.00121561672300885
0.08124320712515143,0.08221891673135318,0.005047633102776672
0.009296062740130395,0.008787018006355396,0.009584952277378989
0.27698063388037397,0.20243721071533116,0.12472884053917
0.08124320712515143,0.06559085504904516,0.0038978197507226753
0.023685265765859498,0.007974902926989103,0.014500917502150656
0.08124320712515143,0.01136048882796814,0.0005733582794213987
0.6154711201003167,2.1900808741001185,1.36611819289066
0.009296062740130395,0.003597046722880748,0.006980632171675438
0.6154711201003167,0.16576828508414465,0.0443559382582599
0.009296062740130395,0.004796409351861541,0.007726566630076093
0.6154711201003167,0.11379163621125343,0.028727236415651447
0.6154711201003167,0.24804774395375517,0.071516807308587
0.6154711201003167,0.9249626039238628,0.3874538459779657
0.03586449594509844,0.0024927350010734983,0.02994525602312592
0.009296062740130395,0.01581866507137164,0.011846964427874696
0.009296062740130395,0.00018231101237731195,0.0025241907253352736
0.08124320712515143,0.010860670092256441,0.0005468102022199162
0.08124320712515143,0.023642521540139683,0.0012557315258909796
0.023685265765859498,0.02470984018570377,0.021503675904888553
0.08124320712515143,0.6425660618784477,0.06618973423258012
0.009296062740130395,0.05332042607157561,0.018523317926909755
0.6154711201003167,0.010239928000739695,0.002138845513698584
0.08124320712515143,2.579958534238255,0.6701023579895029
0.08124320712515143,0.37525896914542756,0.031969618205692996
0.27698063388037397,0.00010153434926962746,0.05579229636919081
0.08124320712515143,0.0880467420039146,0.005462495980996351
0.023685265765859498,0.005866789973218545,0.01305147670975515
0.023685265765859498,0.1258491098051877,0.038706441370653266
0.049534690465872444,0.0008386148308083818,0.03884509557943616
2.787249161017371,0.12043157592466969,0.16481606072645505
0.6154711201003167,5.252960522951668,5.081538589154917
0.023685265765859498,0.06924588549666666,0.031085278026210972
0.03586449594509844,0.0049564282105620805,0.03743994992861843
0.023685265765859498,0.05726246224047671,0.0290194996893689
0.03586449594509844,0.005507819690595994,0.0003867595093396403
0.009296062740130395,0.001140504510807716,0.004681984970499542
0.08124320712515143,0.2637875241360206,0.020377162385752712
0.009296062740130395,0.03095597982144227,0.01514044858437913
0.6154711201003167,0.019628582054636468,0.004205360393029878
0.08124320712515143,0.022945337593135662,0.00121561672300885
0.023685265765859498,0.026230654159931532,0.02196199883955785
2.787249161017371,0.38280313173256175,0.6366150745497556
2.787249161017371,0.7709772379011497,1.4135458962934706
0.023685265765859498,0.032845834873313606,0.023783685671798338
0.009296062740130395,0.00018824285475460556,0.002551023044560452
0.009296062740130395,0.0003310173556556606,0.0030776529296190347
2.787249161017371,0.8670326875365184,1.6081308813297674
0.6154711201003167,0.02458832383013032,0.005335880435065832
0.023685265765859498,0.0018868794696160762,0.008896510659866408
0.6154711201003167,0.14026291869297225,0.036528214107683254
0.023685265765859498,0.00986901159050646,0.015606971460080388
0.08124320712515143,0.04131586859092806,0.002318237245258814
0.08124320712515143,0.2637875241360206,0.020377162385752712
0.08124320712515143,1.0344827779955423,0.13376012073416632
0.08124320712515143,2.579958534238255,0.6701023579895029
0.023685265765859498,0.00571020285708812,0.012931338211608079
0.023685265765859498,0.09053541714861879,0.03427791625209764
0.049534690465872444,0.0006929409664202524,0.036654180849794216
0.08124320712515143,0.010846310911016843,0.0005460491253792554
0.009296062740130395,0.0004887351532332218,0.0035082299469522127
0.023685265765859498,0.047402650109781064,0.027112019558824585
0.023685265765859498,0.6387194861571928,0.07341231374791235
0.049534690465872444,0.014327310268715365,0.000942445080173826
0.08124320712515143,0.03104913676813581,0.0016907837353450361
0.009296062740130395,0.0040011900358152275,0.007247370527071695
0.009296062740130395,0.015315666776608339,0.011708999003641196
0.6154711201003167,0.05146478299903734,0.011833644248564923
0.009296062740130395,0.01788783999219845,0.012387763338495006
0.023685265765859498,0.0011283054785060642,0.007500830941797432
0.023685265765859498,0.001903384743961567,0.00892241000301297
0.009296062740130395,0.014542951375535296,0.01149150396362586
0.08124320712515143,0.022945337593135662,0.00121561672300885
0.6154711201003167,0.892835916993505,0.3689869529891894
0.023685265765859498,0.20861977113852959,0.0468189098990166
0.049534690465872444,0.08398107345236028,0.006163758089837046
0.049534690465872444,0.0012587021902312756,0.04399389107084417
0.009296062740130395,0.0003007809342570056,0.0029806741687892213
0.023685265765859498,0.09791328818950618,0.03527783227827541
0.049534690465872444,0.0013085367090823752,9.114645449415093e-05
2.787249161017371,0.22926309203811357,0.34955305839115525
0.023685265765859498,0.1974449973624921,0.04584617909258526
0.049534690465872444,0.0005024013990180265,3.7797752860058154e-05
0.08124320712515143,0.0007636580066829879,3.798458333292842e-05
0.009296062740130395,0.011116928753732935,0.01042955519685762
0.6154711201003167,0.0688314468093516,0.016310541159160863
0.08124320712515143,0.5576106950235236,0.05432077015098358
0.009296062740130395,0.04179752820743232,0.01691778645153974
0.6154711201003167,0.017524531671462285,0.003733438352611529
0.009296062740130395,0.05332042607157561,0.018523317926909755
0.009296062740130395,0.21107751311035372,0.0314022539035399
0.27698063388037397,9.476736220648263e-06,0.02843975230468132
0.009296062740130395,0.007484236711409409,0.009050375477276162
0.27698063388037397,0.0001495059015681477,0.06252819095485052
0.6154711201003167,2.2777164186203187,1.4504949039366224
0.023685265765859498,2.077122429802632,0.13184397502092082
0.03586449594509844,0.0037748455102430967,0.03425497498367136
0.08124320712515143,0.0340584556396486,0.0018719073127186903
0.6154711201003167,0.4387395197218886,0.1445023362189417
0.009296062740130395,0.0012458842243319168,0.004826489821994073
0.08124320712515143,0.32313953252199923,0.02635310108534128
0.009296062740130395,0.035703205964114915,0.015958676939558103
0.08124320712515143,1.8139313083026032,0.34234144885224893
0.6154711201003167,0.008804828274314502,0.0018325897222339904
2.787249161017371,2.174262468458533,4.110357498250167
0.6154711201003167,0.23381209903307365,0.06661874421059721
0.08124320712515143,0.021952224415628052,0.0011587377602424453
0.009296062740130395,0.0020338084731434947,0.005718420858610074
0.6154711201003167,0.28508176323689227,0.08463128252527241
0.009296062740130395,0.00031708235103167226,0.0030336992743116298
0.6154711201003167,2.2777164186203187,1.4504949039366224
0.009296062740130395,2.509584918186647e-05,0.0013319353742673457
0.08124320712515143,0.4128105649784892,0.03622848109229437
0.023685265765859498,0.0018868794696160762,0.008896510659866408
0.023685265765859498,0.003775163088668876,0.011233013724716301
0.6154711201003167,0.36475853739818476,0.1146046865888053
0.08124320712515143,0.03104913676813581,0.0016907837353450361
0.6154711201003167,0.5210839741249131,0.18004271252310744
0.009296062740130395,0.0010405744519701443,0.004536886866805645
0.6154711201003167,0.36475853739818476,0.1146046865888053
0.08124320712515143,0.03104913676813581,0.0016907837353450361
0.6154711201003167,0.5210839741249131,0.18004271252310744
0.023685265765859498,0.05726246224047671,0.0290194996893689
0.03586449594509844,0.005507819690595994,0.03875718632064107
0.023685265765859498,0.05206336950421786,0.028041161297494455
0.03586449594509844,0.010327119669987894,0.0007370329923936936
0.6154711201003167,1.1625921039968787,0.5343639267716043
0.03586449594509844,0.03275387152594078,0.07035778846765339
0.049534690465872444,0.0005740292739950803,0.03462311981684607
2.787249161017371,0.23703282417409355,0.3634790623714146
2.787249161017371,0.4214211357564963,0.711760256740714
2.787249161017371,0.8670326875365184,1.6081308813297674
0.009296062740130395,0.08773852003680815,0.022345488056895846
0.27698063388037397,0.016543212562773135,0.007243985236360828
0.08124320712515143,2.4743227211616627,0.6165387557316251
0.27698063388037397,0.0004449828604577988,0.00019232541792035818
0.6154711201003167,0.017524531671462285,0.003733438352611529
0.023685265765859498,0.0011283054785060642,0.007500830941797432
0.6154711201003167,0.06945403685823237,0.016474612486099716
0.023685265765859498,0.003971869245667392,0.011428072489941599
7.4955986298572626,17.02633465615934,9.469084973412986
0.049534690465872444,0.0009108642941946243,6.510467228082462e-05
0.009296062740130395,0.0003006859227880909,0.002980359758549156
0.08124320712515143,0.021942478759243045,0.0011581811434488998
0.023685265765859498,0.025691912906726344,0.021801581356939437
2.787249161017371,0.38292464416747407,0.6368501048056956
0.009296062740130395,0.0006216694458842653,0.0038057797696602336
0.009296062740130395,0.0020338084731434947,0.005718420858610074
0.009296062740130395,0.007484236711409409,0.009050375477276162
0.27698063388037397,0.1912956624302531,0.11650015155502658
0.023685265765859498,0.09091810530351907,0.03433094838963058
0.023685265765859498,2.077122429802632,0.13184397502092082
0.03586449594509844,0.002852844247236419,0.00020021833326921978
0.08124320712515143,0.07886394064881586,0.004811537844599201
0.009296062740130395,0.025244283605651674,0.014047514463655375
0.08124320712515143,1.2980844012221304,0.19225775813270118
0.023685265765859498,0.025691912906726344,0.021801581356939437
0.08124320712515143,0.01027721277774063,0.0005159591127643637
0.023685265765859498,0.09791328818950618,0.03527783227827541
0.049534690465872444,0.0013085367090823752,9.114645449415093e-05
2.787249161017371,0.22926309203811357,0.34955305839115525
2.787249161017371,0.4037229446927988,0.677213905380075
0.009296062740130395,0.000667454348846519,0.0038987176584264205
0.023685265765859498,0.02470984018570377,0.021503675904888553
0.5338556341325642,0.7337771291025383,0.7123676608414016
0.8267007772357609,0.03292766308431894,0.008321182536711547
0.062202565374558816,0.0015419967454342043,0.020739952153967067
0.062202565374558816,0.003218112611062196,0.02768794586119583
0.049534690465872444,0.0011770679064717626,0.02971089721533815
0.8267007772357609,3.39997496299317,4.184069919641079
0.049534690465872444,0.05768461299408045,0.12569338902991234
0.049534690465872444,0.0012237067444580418,2.5075356603565524e-05
0.009361748122586278,0.00019752594424460312,0.0017674412767441083
0.5338556341325642,0.012045405795635844,0.003253572953539674
0.8267007772357609,2.0495381440380633,2.161228707967336
0.5338556341325642,0.0008318184809148477,0.00013258363858525968
0.062202565374558816,0.004193671695908563,0.030742975024164565
0.5338556341325642,0.1710029411724996,0.09757247315353013
0.5338556341325642,0.6371483271273135,0.586541147793767
0.062202565374558816,0.0011547857192155675,0.01852777672592154
0.8267007772357609,0.1596351950182644,0.06295238530714187
0.009361748122586278,0.0044023663611838515,0.005836407209237393
0.8267007772357609,0.11557934394004477,0.041216303724915804
0.5338556341325642,0.2496447916837603,0.16236110669920123
0.062202565374558816,0.002627214495529273,0.02556045307601096
0.8267007772357609,0.25337488922445317,0.11661576677705199
0.8267007772357609,1.0098804213428139,0.8005369084832914
0.03586449594509844,0.031163165573367735,0.058934885291279215
0.049534690465872444,0.0011770679064717626,2.4004587320547444e-05
0.009361748122586278,0.0003263728891660378,0.0021358743546393555
0.009361748122586278,0.0006765059477125135,0.002819220603036854
0.5338556341325642,0.08499267620592832,0.03875404466212018
0.5338556341325642,0.3211969000913726,0.22874572208634092
0.27698063388037397,3.5984371273248996,1.8478430423257208
0.5338556341325642,0.026408361861005147,0.008662032372114936
0.5338556341325642,0.09877196825118872,0.047172499336671336
0.27698063388037397,1.252285210640025e-05,0.01778491683848671
3.0635901009853406,0.685213864612205,0.46398185227936395
0.062202565374558816,0.0013576014292553396,0.0197337461615561
