,mu_beta_dv,mu_theta_basic,theta_low_energy_LC,theta_low_energy_HC
70,3.1888633208912096,-0.34247969128532857,-8.304624714372515,-7.312552040496737
71,3.1636606761388637,-0.4547889576369766,-8.531320990533741,-6.816711495745343
72,3.221457104974862,-0.46082954922567954,-8.139079441786826,-7.363372998907072
73,3.013216135490293,-0.342708664952464,-7.841031012037976,-6.798458252149249
74,2.9304707292578565,-0.34472064438952765,-9.300478051529002,-6.556969627874979
75,2.874509300334721,-0.3198751803107772,-7.69632187151329,-6.33471833520399
76,2.970283533969681,-0.318457129766625,-7.485854591707127,-6.799307571575422
77,3.004243909761856,-0.2183367521201059,-8.860866696909435,-6.826878244382144
78,3.127150847131645,-0.4585124363711524,-8.367190416393,-6.81353660783526
79,3.2077283391391007,-0.3281643230627023,-8.092779713134375,-6.717880753517476
80,3.160101500034586,-0.34346918973893725,-8.902178543724434,-7.0966738876759035
81,2.9372223738898025,-0.3926815541016421,-8.444031661171673,-6.9223488752282405
82,2.909496359117679,-0.3604018059685579,-7.879736965135276,-6.768245399458798
83,3.0957610780182807,-0.2750632938273171,-8.103263414213284,-7.078782973626857
84,3.091946532179403,-0.31978918395822137,-7.7978242680147485,-6.587939182120307
85,3.169549951179049,-0.30961927018780555,-8.018737877381207,-6.865991472695947
86,3.1441367447696686,-0.37223424874322686,-7.8536215071455935,-6.553671893551324
87,2.988160839930547,-0.1866893496429093,-8.333356789388318,-6.35743605946926
88,2.8955860742298953,-0.18760985024502283,-8.777379415036682,-7.016790603800717
89,3.0217517905334796,-0.34823749991570613,-8.135606432291858,-6.516736579373588
90,3.110675979471336,-0.2526852616988208,-8.911755448101578,-7.054958257495008
91,3.183787219387237,-0.40192667784464775,-8.252361226564632,-7.0553580088339904
92,2.719461278143299,-0.23704376297312874,-8.158778817007185,-6.565932370214719
93,3.089548209103,-0.3241877710378953,-8.025648913648213,-6.72239296373675
94,3.1977813849342542,-0.3946138958581498,-8.349847561017642,-6.920290419346563
95,3.2484783715146257,-0.3782015312868531,-7.958762650420077,-6.7330544422085685
96,2.904488658043068,-0.4366277386700108,-8.381089496872098,-7.131633031591538
97,2.9255707985990744,-0.2005356821534371,-7.973378789966547,-6.604878289025576
98,2.9417849641331513,-0.2710824219620178,-7.614895583502455,-6.745183275924803
99,3.0091751083891833,-0.44166111823257476,-8.32400082485548,-6.797342682715018
100,3.1184772745821747,-0.3729971171259316,-7.9140533642975,-6.610881242167061
101,3.182189997067375,-0.4226958744532206,-8.338143603365706,-6.945717743444657
102,3.0457747986237322,-0.3605515988575731,-7.600212623569525,-6.729496373922761
103,2.9504768072710195,-0.3030615233737332,-8.458264735869092,-6.840069689906635
104,3.1190947540847325,-0.3190849823597242,-8.331172950586259,-6.4646411225709155
105,3.0462509539881086,-0.344772099243555,-8.763314891392602,-6.841312600875351
106,3.142310657814721,-0.27518972261417424,-7.491458713712733,-6.32721604923783
107,3.0123029395680194,-0.4406889533155516,-8.07534518549896,-6.834700568508657
108,3.179315824254241,-0.29761807961620795,-7.981451415763273,-6.8112594275916765
109,3.2076607610525256,-0.5194220871008554,-8.723534390593766,-6.927157533292991
110,3.0597638208998315,-0.30994003877282644,-9.155609879242006,-7.028902712882354
111,3.165814963607147,-0.25129596117514774,-8.429279954770038,-6.758168359809625
112,3.052990189264804,-0.39015100288271887,-7.69040845930985,-6.6794864801163705
113,3.014736200837994,-0.5242185083226916,-7.38693245734426,-6.693089441397433
114,2.7542571132061555,-0.39101989750102784,-8.061724624173939,-6.7678051365522585
115,3.0626876339612608,-0.3879757024130324,-8.594402840506595,-6.606990780941473
116,2.9386292172093054,-0.19762200805915342,-7.430927041994427,-6.6696967978124695
117,3.1649375505489434,-0.41907601558602686,-8.137559356912083,-6.811702704746292
118,3.0128774338733133,-0.3349178394307685,-8.258041590399912,-6.460800563918392
119,2.9418817679645732,-0.23796698883590706,-8.194203126539009,-6.786886804994336
120,2.7679572593679698,-0.38912283829237715,-9.0653244205956,-6.931485855579812
121,3.1693991351680455,-0.46901609530920535,-8.784442736471664,-6.933654501816685
122,2.962832999825801,-0.3241292116134818,-7.718249335829492,-6.832246108757635
123,2.7816459645857368,-0.3139047517077082,-8.561199414020807,-6.682463493635961
124,3.435997252249408,-0.44638503261967133,-8.69287623126172,-6.885726513327461
125,2.8954629147065445,-0.2989828597239205,-8.452892716615715,-6.673026683208582
126,3.0553223522788318,-0.381557385669065,-8.038864028543824,-7.112361651248486
127,2.995110936627234,-0.4329622463288477,-7.988683735287944,-6.81611162091772
128,2.961907293001631,-0.2499879412759314,-8.90391886995018,-6.826340844374116
129,2.9559569473120195,-0.19082183468033787,-8.890978057610493,-6.887540324442501
130,3.2391266495568662,-0.3563974243193205,-8.020957335307987,-7.008962583969343
131,3.07125558450281,-0.4373101090723503,-8.20011578020701,-6.682632885672891
132,3.286893275806198,-0.276383603687266,-8.068779941700459,-7.203671642411997
133,3.1024847746717605,-0.2960635394384234,-8.071593351964738,-7.215687985762568
134,2.9996161675665785,-0.34856181462489894,-7.733187142788454,-7.040045842763381
135,3.0728333664243546,-0.2407838944494739,-8.250731485005046,-6.896986937785166
136,3.12742234068697,-0.29713404917143427,-8.747829867641343,-7.387051598417863
137,3.140288806520064,-0.22548755331766188,-7.896818013989276,-7.030378533904496
138,3.0576484468869944,-0.37328852005512975,-8.547235503339596,-6.624460364697185
139,3.054574615507483,-0.24570414787757047,-8.169096930255407,-6.615448767758903
140,2.8514851740988387,-0.33404528492053553,-7.797245833154597,-6.74301565926592
141,2.9922824362031486,-0.29928127304947405,-7.89831454904433,-6.674288252023218
142,3.0103044688788505,-0.3262731417470547,-8.52919572403045,-6.604557220190881
143,3.0014254503663063,-0.3022010788357752,-8.74846253470264,-6.8948807953358
144,3.007591379736784,-0.47674284035229353,-8.07152940320436,-7.039718121519486
145,2.9840660022842207,-0.4243309677114731,-8.523406499763016,-6.884878343352808
146,2.9883114929393555,-0.26319017443769316,-8.295606979319789,-6.541594650101232
147,3.128521822172764,-0.3591113277671034,-8.144530422787929,-6.942036109820807
148,2.7785789224570396,-0.29060718857895185,-8.460215515356738,-7.1362306494026715
149,3.0346797777554295,-0.23554429271728405,-7.9110988299954546,-7.135241730828106
150,2.9116258872856187,-0.14548631490136565,-8.599233403844408,-7.01092748958692
151,3.03161531230557,-0.3074426170211456,-8.188425418957356,-6.766743536912123
152,3.1579806162996764,-0.33232283636821175,-9.002595132040515,-6.2564527505968694
153,3.079631319050625,-0.3439555871893317,-8.63570831114712,-6.658901980274461
154,2.9294129968751825,-0.404572808056838,-9.060972346857978,-6.810688340830401
155,3.1368176351623642,-0.29280542348266525,-8.401234555216812,-6.979655209831568
156,3.0007136372054237,-0.24705516526295712,-8.177450372146028,-6.4235563152865165
157,3.0286096537219644,-0.3525802466556317,-8.25297428374471,-6.711566714750924
158,3.102227819267103,-0.43013551976746495,-8.365409124234716,-7.307830447000381
159,3.173002429063392,-0.25066530412214094,-8.291286229505943,-7.337738940340377
160,2.9753288382422016,-0.2712243184038133,-8.250437766373205,-7.03468004167635
161,3.316755874610755,-0.44486230680643407,-8.43561268184811,-6.639781423624111
162,3.026415295914131,-0.25158844440584716,-8.017403453656721,-6.795491915232581
163,2.9960413691301513,-0.26341702947368834,-8.9011890708372,-6.617588767075233
164,3.00080833702946,-0.3603293425500809,-8.73903664211071,-6.701631459512096
165,3.0677017233968504,-0.34736368746052626,-8.72991343626859,-6.7897606510572786
166,3.169083456900488,-0.3751744324143879,-7.3924422618677434,-6.52694806567851
167,2.951452946684169,-0.24123915980496866,-8.587542817623063,-7.49206095585098
168,3.097997196809336,-0.31615177716588166,-8.341361843698861,-6.587083326232767
169,2.9710573481360316,-0.3688362196290249,-8.509497394129776,-6.423402762333879
170,3.0185863079326287,-0.5084670072319337,-8.22669785877361,-6.770225472176846
171,3.146468011020241,-0.24828888730209145,-8.68865845709979,-6.949605130730442
172,3.345851424119214,-0.2293199973616178,-8.135359361557144,-6.781429871738584
173,3.1209866186151283,-0.2840973406393699,-7.836414965069652,-6.800539537830134
174,2.868148752895907,-0.1543748875068576,-9.037726056547594,-6.262262977542355
175,2.8852882526887997,-0.2870332095372552,-8.775037149764504,-7.004166756378712
176,3.1912295544910743,-0.37895197482928505,-7.863317627366698,-6.732258175599923
177,3.241033058404232,-0.3852498878092352,-8.747028692407028,-6.7030825984291456
178,2.7018541438095087,-0.2798073851846305,-8.07038465291206,-6.527447771905903
179,2.9482864434416665,-0.38206819796914254,-7.730223678305617,-6.733556236367482
180,3.2265338123637344,-0.39790934764977065,-9.049502866579322,-6.647791833830243
181,3.0547699311701595,-0.320015852772929,-7.739169925246712,-6.9447030989834575
182,3.2280725735262727,-0.3507314375654808,-8.12838630541609,-6.507427026312848
183,2.8397581099536073,-0.22889518015708785,-8.198719735788522,-6.777492957246841
184,3.127668592345744,-0.3289050704070405,-7.530225913530564,-6.680153786068099
185,3.1057284584678144,-0.31035073429840465,-7.671519153612785,-6.7093356015895225
186,3.0679596594511986,-0.2535325833553974,-8.246925631237687,-6.784449755051869
187,2.8100079905369366,-0.39557508556715293,-8.012824515594682,-6.821554936223295
188,3.144981552025831,-0.30952236308956627,-7.835821011569121,-6.812080663562908
189,3.285999284541096,-0.24250100208146136,-8.220310678916444,-6.749463835520112
190,2.8549090426123493,-0.2942088602875814,-8.414689973974205,-6.640786993588363
191,3.0223859695827495,-0.34181908123710775,-8.24875650595464,-6.619680293005492
192,3.155490570195959,-0.4542991461725356,-7.8476353373042445,-7.240915857698673
193,2.9954964106038813,-0.3072450971721284,-8.210510209992252,-6.641982922669684
194,2.962192545209685,-0.28115352206663813,-8.12785171966298,-6.165946961676697
195,2.9014264760478516,-0.40783423460022605,-8.007748634107154,-6.943161555751253
196,3.0581659699214256,-0.42320547745887077,-8.600620279293082,-6.9552769072100356
197,3.2041363959223674,-0.3205003246175623,-8.853008690187885,-7.0026497099765415
198,3.060417842837688,-0.42639059361650883,-7.419634254085386,-6.718860275955665
199,3.0972497867192446,-0.29481082200080244,-8.026443256550882,-6.594452576745669
200,3.1412045013002574,-0.2133209064177963,-8.456535152597214,-6.814612556056653
201,3.0264156827482362,-0.2416321745375226,-8.202015481387305,-6.740273158913642
202,2.960043167490313,-0.20352355959349772,-8.557534029881781,-6.478674033229211
203,3.0489556057181493,-0.21569923047089323,-8.22919185191348,-6.753636054380759
204,2.9517281613535817,-0.45470992730936616,-7.627259557137734,-6.526686076599877
205,2.977069149556552,-0.48236440219441623,-8.702039958925376,-6.62230279753566
206,2.909215442774443,-0.1946518879553185,-8.133982320128236,-6.492617912682303
207,2.9844573801515084,-0.22292893071940453,-8.187106341146388,-6.403835666593614
208,3.164968338719134,-0.27159572355239725,-8.581563062783614,-6.811761555220437
209,3.2255176311075746,-0.43008715655546564,-7.397973065204324,-7.0681031614052765
210,3.146780181953709,-0.3825350831143246,-7.7879810859425005,-6.506548926771387
211,2.9445486782630956,-0.25522148500900466,-8.474841119230657,-6.6518014829646015
212,3.118799969086089,-0.22253175934500855,-8.152406698717334,-7.001610444523045
213,3.025026690105957,-0.3552082449096669,-7.739727528462354,-6.537333022051102
214,2.9376297641874887,-0.3180554685896365,-7.832777258839965,-6.789553508755288
215,2.7995765008956073,-0.43265137058012043,-8.153948290829938,-6.853920611750115
216,3.1835818915919036,-0.2379044580816462,-8.493585072833397,-6.71209697681181
217,3.046170016508874,-0.2328672438884852,-8.945665483430657,-6.819919916308431
218,2.9033551005843004,-0.2524123197977447,-7.967753113632396,-6.675357403553077
219,3.0653419622582674,-0.3672344505940144,-8.023363860431955,-6.52143183853616
220,2.8711939177439847,-0.36984909844496,-8.119474511303828,-6.848198295843013
221,3.049902638292673,-0.27523653530458503,-9.056258068558764,-6.744763406176369
222,3.004595805747297,-0.3976763649498659,-9.203093624348195,-6.4029989846899715
223,3.0909265030282103,-0.2914440754966465,-8.251895227526807,-7.2855181237588855
224,3.0132230781784144,-0.2980562983362536,-8.343191929131695,-6.803199306757374
225,3.1459261337445823,-0.29838451368985786,-8.662083582756798,-6.940031787434421
226,2.974144636237771,-0.3756320231272316,-8.994753469813048,-7.116212847792669
227,3.0805991202430953,-0.48845865256342935,-8.027765559903884,-6.805101338391051
228,3.1900954570227933,-0.13835263228406314,-8.113393781622078,-6.841280912453525
229,2.741978320497772,-0.2821402659497998,-7.853175698296888,-6.5294628328188
230,2.898696586913236,-0.33068871729238947,-8.512846331448568,-6.871584365250217
231,3.082154841082,-0.23035040904751125,-8.131868727010927,-7.029228973066462
232,2.967930579321799,-0.2069861122953224,-8.249932166198281,-6.892338865937514
233,2.880001930583562,-0.3653963194574169,-8.480624941037311,-6.610008479474867
234,3.00900913375324,-0.32707803291260734,-7.961593154205952,-6.937983459161945
235,3.493761346522734,-0.3694755072796163,-8.502036925436208,-6.90487337709679
236,2.8664434631395275,-0.38013267212494045,-7.96329202060201,-6.64603276293338
237,2.958135670110731,-0.3858008895650135,-8.433450488489985,-6.622630678567652
238,3.089118755642965,-0.2854574531374549,-7.847514481043989,-7.121777862440788
239,2.791960462858834,-0.20602721098432994,-8.323346573412982,-6.789544394189813
240,3.0218164124403786,-0.3245171332231465,-7.845439128650693,-6.6585286322663375
241,3.117446327744611,-0.3192889534080929,-8.170931722153867,-6.527201975691505
242,3.2176072773809246,-0.4237217138578454,-8.377235980917614,-7.227494548605568
243,3.0983377366768567,-0.22205872698136575,-7.9617094840103535,-6.583361898099509
244,3.250518794168375,-0.3642220667786072,-9.137729459726822,-6.528817992845415
245,3.2722624106799505,-0.3278609675866252,-9.160481071805043,-7.241614030851958
246,2.7364917521953567,-0.33466652758159904,-8.612165394740284,-6.781774303699751
247,3.1601691356350154,-0.371809868305701,-7.815382185897098,-7.020526720785863
248,2.89018690216508,-0.3469106703952451,-7.946241445844449,-6.4278163947512335
249,2.9076235470702496,-0.2936146972055858,-7.510684637904702,-6.524428284477543
250,2.924713746514174,-0.34637908230166,-7.978652420931513,-6.653821234572718
251,3.1235149013907146,-0.2784194786850938,-8.69801508130018,-7.0012182965347955
252,3.2717564860966526,-0.46352665847294483,-7.940901706737486,-6.734131786872409
253,2.9531468849984304,-0.2836678124145575,-8.220306395641282,-6.696166757191136
254,3.049663437358658,-0.2231629369018097,-7.938236257217414,-6.701131585566942
255,2.8057857056442934,-0.20570813742955024,-8.325639027178614,-6.688950900858886
256,3.0295885328211,-0.34230469740276015,-8.287835505871806,-6.956746929926078
257,3.15858113904124,-0.43672096278991196,-7.207753913834264,-6.695860284727019
258,2.9471152249195276,-0.3293705691744918,-7.785784097576158,-6.377094954831753
259,3.172003714593867,-0.38692599396268296,-8.032589799369736,-6.550862368159041
260,3.0336176138665287,-0.2619152830337473,-8.43382210579598,-6.720920382222274
261,2.818200727812181,-0.2332812453946707,-8.378574207144721,-6.478754611419508
262,3.1952158568704947,-0.39836293452137833,-8.244153598918116,-7.137898079468023
263,3.023047244900884,-0.34335145274573386,-9.306184658618584,-6.899563699730969
264,2.8879427456517237,-0.4212337291130048,-7.9551946172873755,-6.5413378244789655
265,2.7504562854307713,-0.29261005728950246,-8.364598865485931,-6.722599693048454
266,3.0864099253776587,-0.325777839794978,-8.267368295005188,-6.5988870999249585
267,2.8953862928639844,-0.3950344580888729,-8.065371621084704,-6.844361943653252
268,3.1646640528657897,-0.22408821972752502,-8.18640320183985,-7.0377853787603915
269,3.2164503107627187,-0.3389374922606898,-7.751683157381746,-6.975535358631781
270,2.942250123136711,-0.4248063243192875,-7.978895844607031,-6.625851585327089
271,2.920096205334181,-0.27086341808736786,-8.45247433566066,-6.655842891466137
272,2.8545617195442707,-0.26580270173179316,-7.574802820240171,-6.818715152246687
273,3.0333228699597123,-0.2947973439688139,-8.412608845407036,-6.750128930835835
274,3.074410476804928,-0.2755866267324655,-8.488969964177162,-7.2313113682549
275,3.2469985237305137,-0.43032282192480903,-8.908388776205923,-6.773649775509877
276,2.9200628239889,-0.3515242740369911,-7.91179085952148,-6.582812613538422
277,2.9667484169746454,-0.3502994463806594,-8.309824831491298,-6.996360614212766
278,3.0208722428226866,-0.3592729957338082,-8.199864981241026,-6.76647933841279
279,2.8674609868309067,-0.30897368845420037,-7.983511170798811,-6.796561463376949
280,3.1237245805049194,-0.3866041382747289,-7.529347572555743,-6.52840406832077
281,3.162193331611206,-0.3038992316925074,-8.354201426620836,-6.817407955152008
282,3.0842322924693333,-0.2528373504100099,-8.135371772999198,-6.975130968637972
283,2.861672661193471,-0.4384067758188886,-7.958138280637637,-7.043045891695255
284,3.1144022069598134,-0.29950128622625083,-7.863818305914437,-7.3036683237877975
285,3.1612298367618883,-0.4247414854464007,-8.365196259663815,-6.649237814298993
286,3.062798650782551,-0.4545648393613603,-8.385585187920661,-6.811831396437272
287,3.1361923595291525,-0.3841326396115808,-8.292016352522094,-6.628008903639548
288,3.263490590775376,-0.4311915289260656,-8.793166823710122,-6.60933285550442
289,3.139085607214227,-0.3308408681685261,-8.28451129541914,-6.790141062135918
290,3.1010925938330365,-0.33345946208601784,-7.422643581116472,-7.008153131652403
291,2.935556119056199,-0.3646681882533247,-8.949002803176118,-6.952011573919257
292,3.03164598530918,-0.2569103248443053,-8.927924895322631,-7.005062544185933
293,2.7836219069992048,-0.27037438761266985,-7.855611426561342,-6.364706793738271
294,3.095777897262771,-0.2821061651786428,-8.271301034251087,-6.933097444576198
295,3.297052198384282,-0.38833721918536085,-8.655200443666859,-6.802708539198637
296,3.1989087067509585,-0.32974252650338126,-8.1250569916956,-6.9502457064679515
297,2.9021828114631734,-0.3482865880979653,-8.696425044888047,-6.888006635226399
298,2.944155168815733,-0.21724829847168736,-7.732970394960473,-6.913458266059202
299,2.9369439056703697,-0.34302005983122086,-8.944022430542152,-6.6444103296424
300,3.159437403079854,-0.4451493331140594,-7.548357994530802,-6.749673766861501
301,3.0409047808527596,-0.3392979187950119,-8.15723896872724,-6.9766698853988895
302,3.1171611380603252,-0.3356561048759193,-7.94127325346096,-7.001335554098379
303,2.793004820193567,-0.34545264816734256,-8.134225749479622,-6.213203472654509
304,3.0157961305437726,-0.34722113096591156,-7.89003584985971,-6.9589452942461145
305,3.093982502739971,-0.303122097765029,-7.6315717285102265,-6.999874266904886
306,3.0138285820647384,-0.4086841399213114,-8.124439000373412,-6.6265174676535405
307,3.201680470359096,-0.4033448119204631,-8.840491696803994,-7.3432796053132625
308,2.8529755966234682,-0.09268044279681639,-7.692591993386929,-6.923488910393257
309,3.2172842108314725,-0.32025481293180347,-7.768451915543498,-6.685665414307393
310,3.0091187371057693,-0.18089181048094666,-7.917796165552047,-6.922202983392518
311,3.201245168559902,-0.3131254041482954,-8.505998114057657,-6.837006341693333
312,2.9147868360047524,-0.36744029114567117,-8.166518720808655,-6.640844460988205
313,3.168586240055585,-0.195390472653188,-8.378451198545644,-6.858480381053099
314,3.269258093253602,-0.22500364807060375,-8.016188422664063,-7.268469957548615
315,3.2225699747049292,-0.48503909393416067,-8.309394557451329,-6.530705969288532
316,3.228016734334378,-0.49844441885542623,-8.210037132641455,-6.7156672763783245
317,2.941513856050377,-0.23297841153463383,-8.915148633458724,-6.870862895034966
318,3.076726858144341,-0.39848896215725194,-7.797250501315304,-6.936398736043093
319,3.0316488413659917,-0.27871403456044885,-8.21488774548533,-6.752859347823599
320,2.952484201736077,-0.41182463621838183,-7.408294938770847,-6.525327471709754
321,2.9628104754263034,-0.2446987599082802,-7.619605383369783,-6.018913287471053
322,3.039159928611371,-0.24702011763908988,-8.47124695103459,-6.716891941388176
323,3.2065321229480985,-0.18913223947320168,-8.439249500603061,-6.748750913390514
324,2.7614464718220484,-0.346594733032789,-8.671755672668763,-6.553646521631722
325,3.2566823974003394,-0.38018629936608084,-8.701693100592745,-6.52836639715658
326,3.0411572088511485,-0.19743959017117152,-8.223286696973563,-6.617640968578172
327,3.1781931311005245,-0.3649170747802408,-8.728997813139165,-7.128668345101682
328,3.1423365542650004,-0.32034006896189005,-8.525105204501777,-6.598848667639498
329,3.130728139174327,-0.31329842749879006,-8.238024575415583,-6.691489752235737
330,3.0855763136315995,-0.2297232891013731,-8.238529052195702,-6.986385011736371
331,3.0778975428539277,-0.35082619939471466,-8.314709078543546,-7.386986147468523
332,2.989931334940005,-0.3140233542356241,-8.090691806895475,-6.8980297693518535
333,2.832128370488341,-0.3713701358949982,-8.972056765585618,-6.57583921511883
334,2.9474900322404873,-0.2660605191688034,-8.554738830272882,-7.04155253483411
335,3.091134707052662,-0.3734910122129319,-7.8877118637048484,-6.900682358078924
336,3.0283617163802026,-0.294865838789418,-8.175738510829666,-6.590645137169288
337,3.1685942957382824,-0.24346353003394067,-8.64829271066101,-6.785559310964127
338,2.9411291036997067,-0.34306504644742547,-7.492838505039944,-6.65106872297014
339,3.036240205505434,-0.34388523595453274,-8.846014151709666,-7.240081728251706
340,2.998075939139934,-0.22224355592785094,-8.023915898358876,-6.923606413826923
341,3.027092328423767,-0.22524189784311485,-8.291277894269623,-6.99189694412766
342,3.307839134067784,-0.3085326579383153,-8.676626262055821,-7.58292739036819
343,2.9497443733609,-0.2952454510254535,-7.5602080717575895,-6.83212962700851
344,2.9592175707030983,-0.3716986397599279,-8.445703338555585,-7.211713820253389
345,3.1291091342936026,-0.34194899705266246,-7.735253265956393,-6.85386971558231
346,3.176730349379631,-0.35662474763510604,-8.725352512460866,-6.797616090360543
347,3.2162576027415355,-0.319604165594454,-7.638064885252401,-7.259290266633308
348,3.182646075451375,-0.2753369458952293,-8.499007828565585,-6.474454156522198
349,3.2036897641788658,-0.19134480217524413,-8.14446052682198,-6.792076896284829
350,2.885487782839492,-0.32494621224201387,-8.433132097531935,-7.040955801482561
351,2.9004560141055356,-0.24457894377293005,-7.090568083925125,-6.910952188375984
352,2.89554895931605,-0.3473527766210039,-9.039925350310114,-6.635872716663216
353,3.20358908178273,-0.2912630266782592,-8.300543528707149,-7.057026437636149
354,3.1177313069561947,-0.5020823808954357,-8.054180172836574,-6.263468564347309
355,3.320271096377421,-0.2749912039346874,-8.579048542165696,-7.1131313189893595
356,3.1889407216618135,-0.2591016461647548,-8.056319577490438,-6.779674406483278
357,3.077777667907201,-0.3767185625515852,-8.321053985826364,-6.764003149692589
