,mu_beta_dv,mu_theta_basic_1,mu_theta_basic_2,mu_theta_basic_3,mu_theta_basic_4,theta_full_energy,theta_low_energy_LC,theta_low_energy_HC
0,1.8577754815196057,-2.403687081978269,-0.7771069898377395,1.566507592150851,3.3883210278241425,1.042071572302759,-1.8465460132831595,-1.306215982269649
1,1.8911404500244835,-2.9136336947618457,-1.213404682193145,1.9099555917866282,3.6992527985192236,1.1331100700403174,-2.3173244162384563,-1.111935396140219
2,1.731147225551793,-3.9214559242782117,-1.0869051307531559,1.8794309543533703,3.8020211256821446,0.9954950921849839,-2.337291396732128,-1.469838222935445
3,1.7312374797168038,-3.4915916974354313,-1.2386909028192077,1.6637903525301951,3.626377184966237,0.6946663865408756,-2.1062480470018254,-1.2866267237323548
4,1.7675273213618141,-3.711306824073718,-0.9201505739827179,2.0655822687096177,3.570403409786041,0.9953768404176404,-1.380039335745693,-0.9816491628276611
5,1.7998564084429332,-3.891177436959727,-1.1169829218447431,1.977853334285541,3.90992836458293,1.072124482565133,-2.5844735651805264,-1.0554632524962566
6,1.8297238149968633,-4.311661826992638,-0.7431395598139924,1.7152149470627795,3.658505814519214,0.6901581197922405,-1.7235189416593193,-1.415356795800453
7,1.641718389610338,-4.3509112456581835,-1.1242442247928743,1.8858012057089768,3.4662193013498177,0.879720371799223,-3.404059508999763,-1.7092386041397656
8,2.1763794274548727,-3.0502909708883568,-0.7009812474682899,1.6735440924940397,4.0057903543265905,1.0869126575788806,-2.905787135685063,-1.6656733087021542
9,1.8396589291897902,-3.2354011810852827,-1.3808270219180447,1.4920207186484136,3.4467786333673587,0.7355050866716747,-2.2575142886923096,-1.1078637602099046
10,1.9778377591820864,-2.9100393920312597,-1.2761843737701184,1.82341946834089,3.8298524552205264,0.9176711437280088,-1.5087708104406548,-0.8169645881119407
11,1.9907731477673383,-2.731062936540615,-0.7913589091113957,1.5143423628421773,3.800930617310612,0.824342896972766,-2.2335441339662063,-1.1560584704842618
12,1.6095796694242388,-5.129713925386124,-0.49706081640939304,2.0949943991014286,3.9784075099160576,0.7586352636991005,-1.8591709909694634,-1.8372322286962226
13,2.13019956426966,-3.399907596348598,-0.9182485088508923,1.8860042931706822,3.8820820322186433,0.9613512814337049,-2.191705206420246,-1.3678749419744927
14,2.0223701488561776,-3.573322326616956,-0.8547402799545852,1.88842782507035,3.6273119131451557,0.8649249067273381,-1.551558246119395,-1.4232463503302684
15,1.88646472481321,-3.2753195724658255,-0.8906231324165337,2.1137174772840597,3.938790829948938,0.9947787620435086,-1.649116840467362,-1.2911552918950868
16,1.5585984060539415,-3.3264547495852,-1.1591911280807752,1.785502239031586,3.408482535187945,0.9733634793842549,-2.2241574723898396,-1.1799856410417886
17,1.6507582974537527,-3.806566124625188,-0.787523984533193,1.6991094812114882,2.7928521852086448,0.5562689092781915,-2.4134333872701377,-1.3497074038247958
18,1.7239353812798743,-3.7172292236049014,-1.035738700458931,1.5335134678593454,3.3382636196023827,0.7336127592479977,-2.499139257266794,-1.3683140475600526
19,1.8454171622899491,-3.2607293669270145,-0.5339843948376072,1.3994855370192378,3.299507822125021,1.0626570421833605,-2.292231664328398,-1.217403675784069
20,1.7494693555175054,-3.2239422596714475,-1.1246568218445816,1.6528682152301335,3.5561826458945403,0.7051425513620703,-1.771535864215852,-0.9220914102220981
21,2.0923209833344774,-3.1640720249875103,-0.681344157855694,1.639998442200131,3.4301383225935878,0.8006581794256874,-1.7875786930960391,-0.8084565354917487
22,1.9015192236382303,-2.855009598243077,-1.2806280743966114,2.0603202062323094,3.4942226285337337,0.8703362521758704,-3.057113527414014,-1.2180697925853272
23,1.9203619546061674,-3.0254096459760333,-1.429663959140097,1.994621964536123,4.099200382867431,0.9148395244208521,-2.654606552093804,-1.3330144918873987
24,1.7518944102495762,-3.30936502364797,-0.6985432483514136,1.7962961874526715,3.3983435923029486,0.943060579566291,-2.107882217149291,-0.9159810087052873
25,1.8814955825394668,-3.516104350043571,-0.8603452290978797,1.7555366802051982,3.5319990744683203,0.7948334508913552,-1.7764586312357276,-1.1411322405252113
26,1.5270572510995382,-2.8369663707025996,-1.205927751506701,1.738759770185181,3.7856984624667755,0.8032413883980644,-2.5701396925242497,-1.167815276344544
27,1.8405075537701119,-2.405828465483734,-1.227155151496616,1.5875257870035773,3.2558813093133567,0.8257970067476303,-1.887543432179557,-1.1003034858929819
28,1.6863593711780445,-2.965105299603608,-0.7365761937374997,1.9140496384422365,4.219979318509435,0.8437528496380022,-2.288719649700665,-1.3256198146212732
29,1.7464086284589149,-3.6662607401548235,-0.7856536828686523,1.8789839429149104,3.3396371997562886,0.8215274352552048,-2.318449184839777,-1.2135834892437685
30,1.9041390460855845,-3.371451590226057,-1.1738456210184052,1.4556348537114334,3.6767401028238003,0.8661731771301996,-1.7455286716937073,-1.3492922991803533
31,1.7459593278105165,-3.417593121891655,-0.8106584443262559,1.8140408328515043,3.697587945767383,0.9883444042706571,-2.138350340742021,-1.0370010962879186
32,1.6610729925590089,-3.9029794397171487,-0.892635844536868,1.636051188428842,3.9224093851533754,0.944845555581294,-2.186252651756726,-1.5446156252648422
33,1.5875798974681674,-3.6472709898910676,-1.1884977146765103,2.001492475728354,3.934850311793439,1.0078674987735556,-2.3032452123917877,-1.1307443970407967
34,1.7970189583218947,-4.143953576739769,-0.9194402867674479,1.7602766906179368,3.159275021798714,0.8968112780999664,-3.024613428391321,-1.7215277181810744
35,2.3697357157185506,-3.6984025476084974,-0.7730209382435828,2.251899717592819,3.565366248189618,1.093363114332831,-1.9289685825567737,-1.6980488938650928
36,1.6684764316683642,-3.146965232384811,-0.8799012559001196,1.7655433417703297,3.1887844114372723,0.9598809068638403,-1.4816548599506663,-1.4274562298239222
37,1.6458300290196743,-4.063365851772016,-1.4086436226767056,1.8177835415190855,3.80376924744112,0.8702246812193735,-2.7661879091264114,-1.904159592519763
38,1.9126149536659824,-3.6463835474514488,-0.8282062477162051,1.8503145944471837,3.585308412392203,0.8880877056383523,-1.7601333420501486,-0.9678351654522526
39,1.7203080020356798,-3.959249674206312,-1.3275419620593913,1.8634521353513516,3.600227659440669,1.0567240409399798,-4.265701745338983,-1.304115278784805
40,1.7333153892811255,-3.1722833385200686,-0.7671852535259636,1.5517421370786528,4.080119782060621,0.9276758816568297,-2.0609164380384777,-1.1917877346863914
41,1.6696594123547719,-3.659990586126295,-0.6111054086246294,1.8116393785695497,3.62812837723383,0.7594134208176933,-1.766958217791848,-1.468782185171088
42,1.669845777027371,-2.448770138531457,-0.7347376026847889,2.0083657760293048,3.543421292649171,1.134768658932666,-2.0275908076150158,-1.287954525608439
43,1.6417505650515185,-3.9605059909632936,-1.1187743888339539,1.6263064111996661,3.4606133736124867,1.2906915201158007,-1.5624837555143947,-1.6346498132174698
44,1.9120081175893104,-3.3026833901371826,-0.6453435390998349,1.5838438056086686,2.9927871270127016,0.6707539696214669,-1.9753662797049554,-1.618081371571503
45,1.9356424110083834,-3.864359922951958,-0.5049027118261228,1.8662620395358143,3.8239100883125006,0.8191538939580296,-1.7989678958598485,-1.3054516087158488
46,2.1756477699710706,-2.6516439279135446,-0.7899039033703986,1.8245478066646643,3.569729180514693,0.4688995721956853,-2.90236165703396,-1.4295076503611206
47,1.6898845310963206,-2.8185070166427195,-0.35267669537068935,1.681038348451551,3.7541319479524464,0.8696279357360741,-2.0159231243453384,-0.9656934610021741
48,1.8346020238436136,-2.9268379195565166,-0.6143722810448239,1.8843626016110246,3.5450557353009513,0.9845485972767605,-2.253055118473227,-1.3214922505406714
49,1.8000471575951347,-2.959380976049865,-0.8676517092233258,2.0233393030845463,3.054335040119156,0.6836990915693693,-2.7741264495642373,-1.6969414009975659
50,1.7297950516365195,-3.3206359788151234,-0.585868448947999,2.0294419554166323,3.5437109307374253,0.8893367399908354,-1.4866185717506533,-1.2733512069108899
51,2.0073290037096876,-3.015141712466987,-1.194145958410064,1.7782525555119704,4.0357019426155345,0.5304401799705399,-2.166786854734019,-1.3813909614694801
52,1.828155455102881,-2.534611353121962,-0.7207791697608114,1.7266159360695528,3.5146625522909143,1.0612781781039589,-2.563487172424242,-1.4091272034753315
53,1.9128872809761057,-3.6109930744522245,-1.1486755253360048,1.8731549724964605,4.063514416008158,0.8159198983835223,-2.1024585339426416,-1.0848758709327342
54,2.32641666766894,-3.712548413717747,-1.1678263978734826,1.6176526212622968,3.725751132566713,0.965049702268791,-2.0388458200063306,-1.1640042277082878
55,1.8955539531823595,-2.431626767376612,-1.0692847065231241,2.0016829280471886,2.9848297989057677,0.7868743628132132,-2.2444812823151237,-0.8000298124715499
56,1.835931694987009,-3.9995026179171176,-1.0137898114458557,1.6966372444034226,3.1964053522202147,0.8553335381117388,-2.38791276937108,-1.2488382956753505
57,1.8959674209815913,-3.3471426583077126,-0.724469924642737,1.8376537787777165,4.021757869762134,0.710448766669018,-3.046214888790471,-1.3627229984390932
58,1.9471868246514674,-3.7057176786011214,-1.2803985036037808,1.882081294982984,3.362794157411898,0.4450135781849652,-2.474197105465676,-1.3940556603106
59,1.9499046872636485,-2.9757204226569396,-0.5799446775243595,1.8859850788743489,3.3901859585603518,1.0209225184455468,-2.224428225567347,-1.6064590552656046
60,1.55105327140042,-3.8096832588887177,-1.1202272978062924,1.6583601928554497,3.250611544338736,0.9161542797657636,-2.708876136692643,-1.0797112033915905
61,1.7057633589039825,-3.3545601884480014,-0.8158354514808219,1.900624174100773,3.4783696498918655,0.3030257234948207,-2.3159524046852056,-1.438099124428553
62,1.8742654238126917,-4.554118067037122,-1.1939204669300973,1.6712281695388511,3.176727361106687,1.0598496716527523,-2.1245639197305852,-0.9715875823771358
63,1.8813028828108678,-3.102931447299561,-0.5948553958630726,1.7515661805159775,3.492184782206247,1.0563164051731384,-2.4074306776071404,-1.3796200652473822
64,1.3231218663466564,-2.6214973386536546,-0.992190577266958,1.6602286562295787,3.2906257901626708,0.93721998980784,-2.2276883221941945,-1.2705643235093973
65,1.656037024845195,-4.3486062538847134,-1.3609554836004145,1.2262938882447527,3.4043075782147705,0.8285006504851093,-2.0923005942115016,-1.5349696257194918
66,2.0523383240102318,-3.067304250329481,-1.0283829465883618,1.6217072518685636,3.7696835338882844,0.6875164724983039,-2.2166944260040213,-1.0292748757234034
67,1.5379871174262074,-3.5035795210000718,-0.806290894397127,1.8685713628712939,4.153975506168162,0.9471963067635943,-2.0096452121922788,-1.4204110340836342
68,1.577617197508613,-3.4766055267217313,-1.035631334109213,1.6306559058208798,3.7569532372108103,0.6318024941255375,-1.7519313975057487,-1.4343454098024964
69,1.7305455202595401,-3.5124177606273257,-1.0003619209479606,1.9086404269052146,3.275218680268321,0.9713590538060449,-2.1328242327805653,-1.295867943076548
70,1.8621270042613816,-2.5455814603588722,-0.8458661391494209,1.7324379788494129,3.3305345416396444,0.7653851899729626,-2.4641201917101507,-1.0597145274297868
71,1.7941014225968426,-4.414145466762194,-0.7278627259088628,1.7823743621681758,4.270086644816537,0.9056789374913812,-2.145903164475007,-1.3564150363296195
72,1.8672052094515645,-3.8783144056694216,-0.9259493747552392,1.700851946946536,3.831347895461555,1.0486667625878616,-1.9633760488018321,-1.4388580546195084
73,1.779759525141538,-3.9278246798543197,-0.1570852447148047,1.487456354870573,3.0543860006584134,1.1259187567114064,-1.751502711855428,-1.348725873815971
74,1.7650079477061522,-4.096739667852208,-0.798562442010534,1.7328383755014212,3.2818959335217515,0.7184772193755294,-1.8053864607950278,-1.2106619265733591
75,1.6030968021395862,-3.3091364857994354,-1.1915220091221523,1.7812550236894886,3.2863544366391815,0.2767764427576843,-2.202479409292304,-1.4604847357256494
76,1.8924068471249478,-3.6151818574157994,-0.8921376183860034,1.6722124581571143,3.907170379948673,0.9242445784095489,-2.1993970085209678,-1.5633676899730176
77,1.9560697528733515,-2.6009996398567647,-1.2071412702417859,1.6023857281821896,3.43718810076188,0.9445448862120484,-2.685598746781561,-1.8478257391228439
78,1.7615703620997922,-3.645956259266267,-0.4629162842644672,1.753200243637297,3.285511951404869,0.8143937446298605,-1.2937861264138255,-1.396311356447477
79,1.9398771663342997,-4.123481185519084,-0.9971021864757186,1.8754220071251393,3.3274358979408416,0.7615032048843703,-2.1598937679647547,-1.3990750434316366
80,1.6664290641236117,-2.68113718867592,-0.6278348664655252,1.7985245973837136,3.4456241352293078,0.6581550796470872,-2.0588240278287273,-1.2815470891304246
81,1.7755863232510456,-3.6245048674380733,-0.71888571669612,1.8489542984676879,4.144974474567855,1.217610963053176,-1.9212773298993808,-1.524080725102121
82,1.7726011154110661,-2.6212095893787617,-1.191997618985853,1.6118443401644589,3.7470624179200396,0.9821055146000041,-2.049034733425856,-1.3349439607492635
83,1.6631473494406872,-3.9976459393836596,-0.859186155805934,1.9409372973154668,2.97296571246675,0.8414116376633277,-1.736730004685078,-1.1654195231089366
84,1.6204905912591663,-3.99277916600346,-0.7011053829773032,1.8777759445725883,4.151362139695439,0.8420870676029946,-2.500263678425184,-1.5402751533477406
85,1.6814389867664894,-3.1063636757573985,-1.4673097104978203,1.766502083992614,3.526670877497619,0.8721653554979911,-1.7677450092930007,-0.7212270200370748
86,1.9777815493192448,-3.2016071279833866,-1.0914057250042895,1.906075520383889,3.9248846908145656,0.8667308480085552,-2.3671672993397808,-1.219196976961098
87,1.9504625567409388,-2.8030683483476926,-0.9557815113986248,1.6049351028649865,3.2743075442514007,1.132432115419287,-1.862351071774448,-1.4293556677311006
88,1.6654148482779008,-4.571028039779178,-0.7970377071837449,1.623020281073607,3.43328871429819,0.7187583241528483,-1.135601609071763,-1.6279644466968373
89,1.8156079658189626,-4.749603340440293,-1.0667888649086799,1.6469809224190752,3.41321079675269,0.963209944911586,-2.270028732901,-1.2881218534044663
90,1.6503294948227143,-4.403376272861363,-0.9702039711958123,1.8703478783749519,3.3697860648835514,1.1144017647902733,-2.059726733174124,-1.4328758095339917
91,1.7718624381954295,-3.2850862808664,-0.9736841380893142,1.8002037016252028,3.7589508130820795,0.5359135927756739,-2.2544907975649267,-1.073530994882018
92,1.7097217208104343,-2.965062473841451,-1.0808608903680734,1.8949037968756413,3.562446205332698,1.0866684871531336,-2.604000277992339,-1.212476749385207
93,1.5994093905547657,-5.0424753841871,-1.0217232180321734,1.7127408715201422,3.255358693761969,1.3375466095351578,-1.3359313756220472,-1.6264222200305203
94,1.6211348436266833,-3.6351042141433023,-1.2666555675471216,1.7792811105108493,3.5817108354591887,0.911644300836011,-1.83817663306969,-1.195397630743749
95,1.8759772343964107,-4.423716931034113,-0.5422557161096112,1.8763985381273043,3.2380558974851468,0.9662369867159482,-2.5917824726693675,-1.3089053402877122
96,1.7753909610051197,-2.6310373963125655,-0.9244011293677667,1.564766799957655,3.110821800412542,0.8017371355581022,-2.410882096518533,-1.230425340210973
97,1.684148888191619,-3.604509810643832,-0.8817552289682122,1.8536003722140917,3.335433200122542,0.9589784485959905,-2.5001499749493714,-1.593235064874047
98,1.8182162249740943,-3.493204392365766,-0.9042413702879354,1.6454844961134905,3.481391465532772,0.6634482731175882,-3.086886243258601,-1.477288522751075
